Gene
TPM1
EPHB3
CDKN1A
CDKN1C
RIDA
EPS8
HDAC11
NRIP1
SERPINA3
LPAR3
PADI4
TRAF1
PDE2A
ABCA1
TGIF2
MAN1A1
ABL1
CEBPB
FOXQ1
RAMP3
CEBPD
PDE8A
CRIM1
PDGFA
HLA-DMA
CACNA2D2
SHFL
STK17B
MATN2
ACOX1
DAPK2
SERPINF1
TRPC6
PEG3
HLF
FKBP9
ELOVL5
ETS2
PER1
IMPACT
TMEM176A
CLEC7A
HLX
ADGRG1
SYNPO
PGLYRP2
SSBP2
ACTN1
ZFPM1
EYA2
NR4A1
RRAD
DNAJB9
PPP1R15A
RRAS
PHLDA2
RRBP1
FOXA1
PFN2
KLF4
NREP
TTC3
FOXA3
HNF4A
F2R
NDRG2
F3
ADARB1
TTPA
TENM2
MEF2A
RHOU
ADCY6
ADCY9
CD209
MEIS1
CHRNB1
RYR2
HMG20A
ABCB1
CIDEA
KLF2
TXN
HOXA2
S100A1
HOXA3
CISH
HOXA5
CITED2
RAB38
S100A4
ADM
S100A6
HOXA9
HOXA10
SNX30
S100A13
MFGE8
MFNG
AHRR
CPHXL
HOXC4
FBLN2
CADM1
ADRB2
DLC1
NDRG1
UBE2E2
KITLG
GABARAPL1
MYL9
MGST1
CPQ
PIGR
PIK3C2G
BASP1
IFITM3
CLK1
SCD
HPGD
SPON1
SCN1B
AGTR2
OSBPL1A
UGDH
MITF
SLC9B2
RETREG1
SNX10
PKD2
SORCS2
FGF1
TXNDC16
KMT2A
CRYBG1
AK1
MLLT3
ETNK1
CYP7B1
CCL3
PLEKHA5
CCL5
CCL7
CCL11
ABCG2
ALCAM
NCR1
PLEK
ELOVL6
FHL1
DNAJB2
ALDOC
MMP17
HSPA1A
HSPA1B
HSPA2
ITM2A
SDC1
PLS3
HOMER2
CNN2
CNN3
PLXNA2
CXCL12
CAVIN2
VCAM1
CNTN1
FOXC1
CD200
PAQR7
MCOLN2
TAF1D
VDR
COL1A1
SERTAD1
MPL
PMP22
SOX6
COL4A1
SELP
COL4A2
FOXN1
EVL
NID2
COL6A1
ABCC1
VLDLR
TPST1
FLNB
VN1R5
DDIT4
RC3H2
AMPD3
MDFIC
FLT3
GSX1
COL9A3
COL11A1
SFRP1
VWF
MAGED1
GPR65
HTR2C
TMEM176B
FN1
ANK3
COMT
KLF6
EPB41L4B
FNTB
ADAMTS1
PHLDA1
P3H3
EMB
PACSIN1
C11orf54
RGS5
TNC
PPFIBP2
SCG5
PROCR
ASAH2
FOS
FOSB
ZFP30
NICN1
ITSN1
ICAM1
PPP1R9A
BAG3
NIPSNAP1
IFI44
TP53I11
CXXC5
ZNF521
ID1
ID2
ID4
CILK1
CXCL14
CLIC4
MYO1B
PGAP4
NBEA
ACOT1
ZDBF2
CBX4
BARX2
MUC13
APOE
RAB20
APP
SKI
CR2
IFI16
LYSMD3
LGR5
YES1
PPIC
SLC1A1
BHLHE40
SHANK3
P3H4
CRIP1
SLC3A2
IER2
MSN
IFNG
PTOV1
IFNGR1
RHOB
SLC6A6
POSTN
ARHGAP4
RASL10A
CASP12
ARHGAP6
MOXD1
SLC8A1
ARL3
ZNF23
ABCG1
ELL2
IGF2R
CSF2
CLCA3P
SLC12A2
IGFBP3
CSF2RA
KHDRBS3
RFLNB
IGFBP5
GSTK1
NSG2
TRIB3
IGFBP7
TENM3
ZKSCAN1
PLPP1
CCN1
ISG15
PLPP3
LGALSL
TMEM98
ARHGEF10
TRIM32
UNC5C
GNB5
TAGLN3
CAPRIN2
ENAH
ZFP1
DYNLL2
AOC3
PRKACB
GKAP1
DAPP1
PKIA
DOCK7
SMARCA2
SENP6
DIP2C
RASD1
RAB11FIP5
PRKCB
ASTN1
PRKCE
FKBP7
FOXP1
PCP4L1
RAI14
CCN2
ATF3
PRKCQ
NR5A1
SARAF
LIMCH1
TBR1
SLC41A1
C1QTNF12
LSM14B
IL1B
IL1R1
FYN
FZD2
IL2RA
ATP2A2
MUC4
TRIM44
IL6
DKK3
CTSZ
AFF4
GABBR1
RAI1
GPRC5B
INVS
SEMA3E
GABRA3
SORL1
DAB2IP
DTD1
SOX4
IL10RB
GABRG1
MYCN
IL11RA
GABRR1
CYP1B1
MYH3
IRGM
MYADM
ARHGAP32
HCAR2
