Gene
MAG
MAGEA3
MAGEA4
GDF5
NCOA3
SERPINA3
AARS1
MAL
ABL1
KCNH8
ABL2
FOXQ1
ABO
KCTD13
TP53INP1
USP17L1
ASIC2
RBM10
KDM5C
MAZ
ACTB
ACTC1
MCL1
MCM5
CARD16
ACTN4
ACTL6A
ACTN1
ACTN2
ACTN3
ACVR1
KDM5D
MDK
MDM2
MDM4
ADA
ADAM8
ADAM10
ADAR
TRRAP
BIRC6
MECP2
MEF2C
ADCYAP1
RNF157
MAP3K1
MAP3K5
MEN1
ADM
ADORA1
FZD9
ADORA2A
PNMA5
LRRC14B
PARP1
ADRB1
ADRB2
AGO4
GRK2
KITLG
MGMT
TLE5
AGER
AGT
AGTR1
AGTR2
MIF
MITF
NME5
WDR35
MAP3K9
MAP3K10
AIF1
MAP3K11
AKT1
AKT2
ALB
SPOP
SRPX
ALDH1A1
MMP2
ALDH2
FBXO32
ALDH1A3
MMP9
AKR1B1
MNAT1
MNDA
MIR675
ALK
ALOX12
MNT
NSMAF
MRTFA
NCK2
DYRK3
MPL
ALX3
MPO
USP36
MPZ
MRE11
KLF11
BIN1
PTPMT1
ANGPT1
GFRAL
SH3RF1
ANK2
EP400
SLC25A4
SLC25A5
SLC25A6
AAMDC
ANXA1
TMEM14A
ANXA4
ANXA5
PIK3R3
RGCC
BMF
APAF1
APBB1
APBB2
APC
HIPK2
IKBKG
APEX1
ZNF622
BIRC2
BIRC3
XIAP
BIRC5
GPAM
CHD8
CITED1
YBX3
MSH2
CBX4
API5
APOE
APOH
APP
KLK3
FAS
FASLG
AQP1
CCL3L3
PIAS1
CDK10
AR
DEGS1
ARAF
PDXK
MADD
ARF4
PRKRA
ARG2
RHOA
RHOB
MST1
MSX1
MSX2
MT1A
MT1B
ARHGDIA
MT1E
MT1F
MT1G
MT1H
MT1M
MT1X
NDUFAF4
NRBP2
MT3
ARRB1
ARRB2
RUVBL1
STPG1
ASCL1
TP63
PRAMEF14
PYCARD
FAM72A
ASNS
UNC5C
MTNR1B
AKR1C3
CD274
NCOA1
FLCN
MTRR
DDRGK1
SOCS1
CCAR2
PDE5A
ATF3
HIGD2B
ATF4
IRS2
ATM
ATOH1
ATOX1
USP17L22
MUC1
BECN1
MUC2
ATP2A2
MUC4
PEA15
SH3RF3
MUSK
HYAL2
H19
MYB
MYBL2
ACER2
MYC
CAPN12
GADD45B
SLC46A2
OMA1
TRADD
TNFRSF25
NUGGC
URI1
ATP7A
MTRNR2L7
RIPK1
LGALS16
CRADD
HRK
TNFSF12
AVP
TNFSF10
TNFSF9
AXL
AZU1
PELI3
NACA
BAD
BAG1
NAIP
RIPK2
BAK1
NKX3-2
TNFRSF6B
BARD1
FADD
BAX
MIR363
CEACAM6
IL20RA
TNFRSF18
NCF2
NCK1
CCND1
NCL
BCL2
BCL2A1
BCL2L1
BCL2L2
MIR20B
TNFRSF10D
MIR18B
BCL3
TNFRSF10C
TNFRSF10B
BCL6
TNFRSF10A
TRIM24
BDKRB2
NDUFS3
BDNF
DIPK2A
CEACAM1
BID
NRP1
BIK
SYNGAP1
BLM
SOCS2
CFLAR
BMI1
HDAC3
NELL1
BMP2
NEFL
HCAR3
BMP4
BMP5
ALKBH1
BMP7
TSC22D1
BMPR1A
BMPR1B
CDK5R1
BNIP1
ALDH1A2
BNIP2
BNIP3
NEUROD1
BNIP3L
BOK
NF1
FOXL2
BRCA1
BRAF
NF2
BRCA2
ZFP36L1
IER3
NFATC4
ARHGEF7
NFE2L2
VNN1
BTC
SPHK1
SQSTM1
NFIX
ZPR1
NAE1
BTG1
NFKB1
BTK
TAX1BP1
BUB1
EIF2B5
TSPO
NGF
C1QBP
NGFR
C3
RASSF3
BCL10
NKX3-1
C5AR1
C6
NME1
NME2
NQO2
USP27X
NONO
NOS1
NOS2
NOS3
PTTG1IP
NOTCH1
NOTCH2
PNP
NPC1
NPM1
CACNA1A
NPPC
NPY5R
USP17L2
CALM1
TNFSF18
NOL3
CALM2
YBX1
CALM3
CALR
NTF3
NTF4
NGB
CAMK2A
CAMK2B
CAMK2D
NTRK1
NTRK2
NTRK3
CAPN1
CAPN2
CAPN3
DDR2
NTSR1
SOCS3
CAST
NR4A2
SLC2A14
CASP1
HIP1R
CASP2
NAT8
CASP3
CASP4
CASP5
NME2P1
CASP6
CASP7
CASP8
CASP9
CASP10
SEMA5A
CAT
UBE2M
CAV1
RUNX3
CBL
CBLB
OGG1
CBS
OPA1
CREB3L1
TENT5B
CCK
KRIT1
CCND2
CCNG1
DNAJA3
RGN
OSM
CD3E
CD3G
LATS1
P2RX7
P4HB
CD27
AIFM1
CD28
PA2G4
TNFRSF8
PDCD5
CD38
PAFAH2
NEURL1
MIR590
CD40
SERPINE1
CD40LG
SERPINB2
CD44
TREM2
TREM1
MIR451A
PAK2
CD59
PAK3
CD74
REG3A
PRKN
PAWR
PAX2
PAX4
CDK1
CDK11B
PAX7
ARHGEF2
CDC34
DCUN1D3
CDC42
DEDD
PCDHGC3
CDH5
ALPK2
PCMT1
CDK4
CDK5
AURKB
PCNT
MIR494
MIR495
FCMR
PCP4
MIR518B
CDKN1A
CDKN1B
CDKN2A
COMMD3-BMI1
CDKN2D
PDCD1
PDCD2
DLG5
PDE1A
PDE3A
CEACAM5
PNMA1
NOG
CEBPB
CRLF1
GCM2
PDGFRB
PDK4
STK17B
STK17A
CFL1
MPV17L
PDPK1
CTSC
CFTR
CEACAM7
CEACAM8
ADGRG1
PF4
PF4V1
CARD10
SYCE3
AKR1C4
WNT4
CHM
KLF4
TRIP10
NLRC4
MTRNR2L2
PGR
MTRNR2L3
CHUK
CIDEA
PHB1
MTRNR2L1
CKMT1B
OPRPN
SLIT2
TFPT
RBM25
SERPINB9
NHERF1
ADIPOQ
SERPINB13
SGMS1
HYPK
SNX6
CLU
PIK3CA
PIK3CB
PIM1
PIK3CD
PIK3CG
PIK3R1
CLN3
DSTYK
PIN1
PIP
PITX3
RETREG1
PKHD1
ZFAND6
PLA2G1B
PLA2G4A
SPDEF
NLE1
PLAGL2
VAX2
EEF2K
PLAUR
CCR5
CCR7
PLCG1
TNFAIP8
PRDX5
PLK1
QKI
MAP4K4
EIF2AK3
ADAMTSL4
PLRG1
MIR449A
PLK3
PLSCR1
CNR1
CARD14
CNTF
PMAIP1
CNTFR
HAND2
PNMA3
IL27RA
PML
OSGIN1
IL19
BRMS1
COL2A1
PMP22
ATG5
MAPKAP1
MAPK8IP1
PRKD2
SLC25A27
UBQLN1
MAGED1
ING3
COMP
PAGE4
FAM72C
SEPTIN4
NOP53
EEF1E1
TNIP2
RRM2B
PLEKHF1
G0S2
PLA2G3
EGLN1
BAG5
BAG4
BAG3
SH3KBP1
EI24
POR
NOX4
POU3F3
POU3F4
POU4F1
POU4F2
CHST11
CLDN7
SIN3A
PPARA
ZNF385A
PPARD
PPARG
BCAR1
PPM1K
MED1
MIRLET7B
PPIA
PPID
BABAM2
CREB1
ATF2
MIR101-1
SLC40A1
MIRLET7F1
MIR106B
WTAP
MIR106A
AKAP12
MIR125A
MIR125B1
PPP1CA
THOC6
MIR124-1
MIR1-1
CRYAA
CRYAB
CRYBA1
MIR126
PPP1R10
HIGD1A
PIM3
PPP2CA
MIR133A1
PPP2R1A
PPP2R1B
CLIP3
MIR132
RNF7
PPP2R2B
TRIM69
TRAF4
MIR140
PTPA
MIR137
MIR138-1
CSF1R
NSMF
MIR146A
CSF2
MIR145
MIR16-1
PPP5C
PPT1
MIR15A
MIR15B
MIR182
MORF4L2
MIR181C
RRN3
MIR181B1
MIR17
MIR18A
CSNK2A1
CSNK2A2
VSTM2L
MIR186
MIR198
PRKAA1
PRKAA2
MIR195
PXT1
MIR20A
MIR200A
MIR19B1
MIR19B2
MIR19A
MIR199A1
MIR21
NKX2-5
PRKCA
GSDMA
PRKCD
MIR204
PRKCE
PRKCG
MIR200B
PRKCH
LOC102724560
PRKCI
ZNF830
CCN2
CTH
PRKCQ
CTLA4
PRKCZ
MIR210
CTNNA1
PRKDC
MIR221
MIR222
CTNS
CTNNB1
RAPGEF2
MAPK7
MAPK8
CTRB1
MIR25
MAPK9
MIR24-1
CTSB
MIR23A
MAP2K1
CTSD
MAP2K5
CTSH
MAP2K6
CTSK
MAP2K7
CTSL
EIF2AK2
MIR28
CTSV
DNAJC3
MIR29A
MIR27A
PRAMEF27
HERPUD1
MIR27B
MIR26B
CTSS
MIR30B
PRL
PRLR
CTSZ
CX3CR1
MIR29C
PRNP
SLC25A31
MIR29B1
PROC
PROP1
SEMA3E
MIR320A
MIR30E
DAB2IP
RNF144B
CYLD
MIR34A
HMGN5
MIR98
CYP1B1
LGMN
EPC2
TCTN3
BCL2L14
USP17L21
BNC2
MIR93
MIR92A1
MBTD1
MIR92A2
SLK
HTRA1
AHI1
SERBP1
PSEN1
HDAC4
PSEN2
TIFAB
PSG1
LGALS9B
TRPM7
PSG2
PSG3
PSG4
PSG5
RASSF2
NOC2L
USP17L20
PSG6
RSL1D1
BCLAF1
PSG9
NUP62CL
PSG11
INTS1
DAB2
DAD1
DAPK1
DAPK3
SNRK
DAXX
PSMD10
DBH
BIRC7
QRICH1
USP17L19
DYNAP
CUL7
RB1CC1
PTEN
BCOR
ACE
PTGER2
PTGFR
MELK
DDB1
PTGIS
PTH
AKR1C1
AKR1C2
GADD45A
PTGS2
ZEB2
MTRNR2L13
DDIT3
PTK2
DDT
DDX3X
MTRNR2L12
MTRNR2L10
PTMA
MTRNR2L11
USP17L18
MTRNR2L8
PTMS
MTRNR2L9
PTN
MTRNR2L6
RASSF5
PTPN1
PTPN2
DFFA
TOMM70
BCL2L12
AREL1
C8orf44-SGK3
PTPN6
TMEM161A
PTPN11
GSDME
FBXO10
PTPRC
PTPRF
USP17L17
FGF20
PTPRZ1
ANKRD2
FGF21
DHCR24
ARNT2
DHODH
NQO1
SLC35F6
MFN2
KIF14
CARD18
DLX1
CDC73
DDTL
QARS1
PIH1D1
USP15
RGL2
PHIP
NR1H4
FAM162A
USP47
DNM2
PCSK9
DNMT1
RAD9A
USP17L13
NAA16
THOC1
CARD17P
RAF1
DPEP1
RAG1
NDNF
TNFAIP8L2
EGLN3
EGLN2
BIRC8
DRD3
ITCH
RAPSN
RARA
RARB
SRA1
RARG
TFAP2D
USP17L12
RASA1
BCL2L10
BCL2L11
OXR1
UACA
RB1
TSC22D3
IFT57
DSPP
ARHGAP10
USP17L11
DUSP1
DUSP6
VTCN1
DNAJB6
MTRNR2L5
MTRNR2L4
ARMC10
DNM1L
E2F1
E2F3
FIS1
PAM16
RELA
PRAMEF12
USP17L10
HEATR1
PRAMEF17
REST
RET
PRAMEF18
PRAMEF8
PDCD7
RFPL1
ECT2
NUPR1
LPAR1
PALB2
EDN1
TXNDC12
EDNRA
EDNRB
CALHM2
PPIF
GRK1
EEF1A1
SHQ1
EEF1A2
RLN1
HIPK3
APIP
RLN2
FEM1B
NDUFA13
GAL
FAIM
TRAP1
ATAD3B
OPTN
EFNA1
BCAP31
YAF2
LATS2
SH3GLB1
RNF2
BRD2
EGFR
EGR1
EGR3
ATAD3A
EIF2S1
UTP11
IER3IP1
ANGPTL4
EIF5A
RBM5
VHLL
STEAP3
ING4
ROCK1
AATF
RORC
TPT1P8
PSME3
TYW1
GREM1
MRGBP
DHRS2
STK40
CTTN
EN1
EN2
RNF122
ENDOG
ENG
ENO1
LEF1
MTDH
EP300
EPAS1
ASAH2B
RPL10
RPL11
EPHA7
FBXW7
CLN8
EPO
EPOR
RPL26
DDX19A
SPRY1
SPRY2
CAAP1
ERBB2
ERBB3
ERBB4
EYA4
ERCC3
ERCC5
RAMP2
NET1
SIGMAR1
ATAD5
RPS3
SAP18
GIMAP5
