Gene
CXCL13
HAVCR2
CCL3
VCAM1
CD82
PDCD1
RBPJ
GZMB
CXCR6
SIRPG
ITGAE
MIR155
CD27
ACP5
MIR155HG
CD27-AS1
CD63
IFNG
TIGIT
TNFSF4
FASLG
FKBP1A
HLA-DRA
TNFRSF9
PHLDA1
HLA-DQA1
NDFIP2
ANXA5
APOBEC3C
APOBEC3G
IFI6
ITM2A
BST2
CTLA4
TOX
HLA-DRB5
MIR497HG
HLA-DRB6
ENTPD1
MYO7A
AFAP1L2
LAG3
BATF
GZMH
NAB1
FKBP1A-SDCBP2
PKM
HLA-DRB1
CD38
TNFRSF18
HLA-DQB1
SIT1
DUSP4
TNIP3
CCL4L1
IGFLR1
CTSD
CCL4
CCR1
ISG15
SNAP47
PARK7
CTSW
COX5A
IFI27L2
FUT8
PTTG1
GSTO1
