Gene
MYLK3
PDLIM3
BMP10
ADAMTS9
NFATC3
FGF20
WASHC5
GLI1
ANKRD2
KLF5
NFIX
WNT3A
C19orf12
SVIL
CYP26C1
KCNK2
PXN
MYMK
DLG1
PYGM
TBXT
NINJ1
KEL
POPDC3
CACNA1G
IQCJ-SCHIP1
KIF5B
DMD
STRA6
MYO18B
FOXH1
PHOX2B
TBX20
FERMT2
HS3ST1
PLEKHA7
KLK1
KLK2
DDX39B
GOLGA2
NOTCH1
TBX1
NOTCH2
TAFAZZIN
NR1D2
CDON
TBX2
TBX5
TBX6
ADSS1
GPC1
NPHS1
KRAS
CACNA1C
CACNA1S
SIN3B
NPPA
TBX3
NPPB
VAX1
NPR1
NPR2
NPR3
TCF7L2
ZEB1
GOLGA8J
RARA
RARB
NRAP
NRAS
HDAC6
AKIRIN1
HDAC5
TCF21
NORAD
RCAN1
FOXP2
DSG2
RB1
HCN4
PRICKLE1
TSC22D3
DSP
CALR
CAMK2D
ZNF689
DOK7
PARP2
CAPN3
GPX1
RBP4
HOTTIP
DNAJB6
OBSL1
GJC1
JPH2
TM4SF5
CASP8
PBX4
LAMC1
CASQ1
GOLGA8K
MYOPARR
DNAJB7
TDGF1
TDGF1P3
CAV1
CAV2
CAV3
RET
DNAJB8
NR3C1
RUNX1
DLL1
SELENON
NUPR1
OGG1
S1PR1
RGS2
TFAP2B
DICER1
RGS4
CSRP3
OPA1
NR2F1
EDN1
NR2F2
GSK3A
SIRT1
GSK3B
EDNRA
LGALS2
ZFPM2
SIL1
CCNB1
CCND2
TGFB1
TGFB2
MIR548C
HIVEP3
TGFBR1
TGFBR2
TBX18
CCNT2
TGFBR3
LMOD3
USP2
TARDBP
HEYL
BVES
PALS1
LDB3
FXR1
MIR873
EFNB2
LMNA
P2RX5
IFT88
EGR1
HEY1
EGR2
MYH14
RTL1
VWA5A
DPF3
LOX
ICAM5
ATOH8
LINC-PINT
ARID2
TLL2
TLN1
SPRY4
NEURL1
MIR590
CTDP1
METTL21C
PAK1
NPRL3
PTCD2
LRP2
HEY2
GPCPD1
GOLGA8B
LRP6
AKAP13
SRPK3
NOTO
PAX3
METTL8
ELN
LTBP3
CDK1
PAX5
ADPRHL1
GREM1
PAX7
EMD
SEPTIN7
LY6E
TNNC1
TNNI1
RIPPLY1
TNNI3
PBX2
TNNT2
FLOT1
GOLGA8O
CDC42
ENG
LEF1
RPL3L
EP300
DISP1
MARCKS
ALPK2
SMAD1
RBFOX2
SMAD3
SMAD4
TP73
SMAD5
HDAC2
CDK5
SMAD7
EPHB1
LARGE1
