Gene
MAP3K1
JUN
BRAF
VAV1
VAV2
VAV3
NFKBIA
PTPRC
PIK3CB
PIK3CA
CD28
LCP2
PIK3C3
SOS2
CD247
SOS1
RAF1
LAT
CD86
CD80
PIK3R3
ARAF
CD3G
PIK3R2
CD3E
CD3D
ITPR1
PPP3CA
PPP3CB
NRAS
PPP3CC
PAK2
PAK1
AKT3
AKT1
AKT2
GRAP2
PAK3
MAP2K2
MAP2K1
CHUK
FOS
CDC42
ZAP70
LCK
PIK3R1
PRKCQ
WAS
PIK3CD
PIK3CG
IKBKB
MAPK9
MAPK8
MAPK3
RAC1
HRAS
MAPK1
PLCG1
CSK
NCK1
NCK2
