Gene
MUSTN1
A2M
DCAKD
MIX23
EPS8
RPL27A
CNKSR1
ABCC4
TMEM144
ABCA1
DENND4A
VGLL3
RPL37A
ABI3
MAN1A1
AOC1
RAMP2
RAMP1
MAN2A1
RAMP3
ACACA
TP53INP1
ACADL
ACADM
RHOJ
RPN1
RPS3A
MAS1
HIPK1
SPNS2
RPS6KB1
FAM110D
MB
MBD1
NCF1
ACTA1
ACTA2
ETF1
ACTB
CLEC1A
TMEM176A
ACTG2
KLF3
KLHL41
RPS26
RPS27A
RRAD
DNAJB9
EZH1
PPM1J
ADA
ADAM8
RSC1A1
CLIP1
PICALM
LRG1
ADCY5
ADCY6
MEF2C
CCDC85A
F13A1
TMCC3
ZRANB3
DNTTIP2
RYR2
ADD3
NPM3
MAP3K5
FABP3
FABP5
ADH1C
ARL17A
CITED2
TNFRSF12A
S100A4
ADM
S100A8
S100A9
TUBA1B
S100A11
SAA1
SCGB3A1
ADRA1B
SAA4
FBLN2
ADRB1
ADRB2
ADRB3
GRK2
NDRG1
CLIC5
MGP
H3C3
MGST1
AP1B1
FCGR2B
RAPGEF3
AGT
SCN3A
KRT222
SCN4B
CXCL9
SCN5A
SCN7A
FEN1
MIB1
ARID5B
AHCY
SORCS2
MLF1
AHR
MLH1
AHSG
AIF1
CCL2
CCL3
AK4
AKT1
ADGRF5
CCL7
FGFR3
MMP1
ALDH2
MMP2
CCL17
GPNMB
ARRDC3
MMP3
TMEM164
FBXO32
MMP9
ALDH3A2
MMP11
FHL1
ARHGAP20
TRMT5
MMP14
MMP15
FKBP1B
FKBP4
FKBP5
ALPP
MPO
SELE
SOX6
SELL
CUL4B
FOXO1
FOXO3
LRRC8C
MRC1
SELENOP
FLT1
APPBP2
SET
AMY1A
CDV3
FMO1
FMO2
ANG
SRSF2
ANGPT2
HYOU1
FN1
CILP
PHLDA1
HAGHL
MYH7B
IFT74
ANXA1
SGCG
PPFIBP2
PPFIBP1
FOS
SPSB1
FOSB
FOSL2
KLHL40
CARMIL1
COBLL1
BMF
ENC1
PPM1E
OTUB1
AOX1
APAF1
TUBB
CXCL13
CXXC5
DOCK10
HIPK2
KLF15
APEX1
SIVA1
CCDC80
GPAM
APOA2
TACC2
SORBS1
PHYHD1
MRPL45
SLC43A3
APOD
PIR
THOC3
FAS
FASLG
ATAD2
SHROOM2
ABLIM3
CDC42EP3
HIF1AN
ADAM22
CDC37L1
SLC2A1
GPR160
SLC2A4
FETUB
SBNO2
ARF4
TRAK1
SLC5A1
SMTN
LRRC52
MSR1
ABHD4
MMRN1
POSTN
RASL10A
ZBTB44
PPARGC1B
SLC8A1
IGF2BP2
BMAL1
MT2A
ARRB1
ELL2
ARRB2
GPIHBP1
SCUBE2
CLEC4D
MTOR
DHRS7
CIDEC
TBK1
PDGFD
DHRS7C
ASNS
FSHB
CNKSR3
ASPH
MYLIP
AOC3
CLEC2D
SMARCA1
RASD1
CORIN
FTL
TNKS
ATF3
FUS
HAMP
MBD5
ARRDC2
ZBTB11
MDGA1
SNRPB
OGA
ATP2A2
G6PD
SNRPF
PALLD
HECA
ATP5F1A
H19
SOD1
SOD2
HSPB7
AHNAK2
SORD
MYBPC3
ACER2
MYC
GALNT15
PDXDC1
TNIK
MYCN
MYD88
ABCC3
SP1
NES
N4BP2L1
DNAJB11
ATP6V1E1
MYH7
UAP1
CTNNAL1
MYL1
MYL3
GHRL
ARID4B
MYO5A
DCTN5
AVP
TNFSF10
SPP1
HOPX
CYSLTR1
SPTA1
KIF1B
NAB1
CDS2
HSPH1
NAB2
SQLE
BAG1
RSF1
BAK1
GATA4
SRM
BAX
NARS1
BCAT1
NBN
PGM2L1
NCF2
RO60
CCND1
BCL2
BCL2L1
MCCC2
PLXND1
GCNT2
SIX4
SMOC2
NEB
KDM6B
NMRK2
TUBA8
SMC5
HPSE
SESN1
NXT2
GEM
BDH1
TMBIM1
HARBI1
STAT3
CSDC2
FGF16
STAT5A
LIN7A
LSM3
ADGRL4
BICD1
STC1
GGT5
TINAGL1
GHSR
WDR3
TUBB6
GJA1
PPARGC1A
LYVE1
SULT1B1
BNIP1
GK
BNIP3
STX3
RND1
BOK
APLN
PER3
GLB1
GADD45G
SULT1A1
ST8SIA6
NFATC1
IER3
KLHL7
GCLC
GCLM
SPHK1
NFIC
SQSTM1
NFIL3
DTX4
RBMX
NFKB1
TAX1BP1
NFKBIA
GLUL
SYK
NGF
SERPING1
SYN2
SERINC3
C3
NINJ1
TAC1
POPDC3
C4B
ERP29
GNAS
ASCC3
PPIP5K2
C9
MCF2L
HERPUD2
GNG3
NQO2
TSPYL4
NOS1
NOS2
IMMT
NOS3
GNS
ADGRD1
GOT2
NOTCH4
SFN
SERPINA7
CA4
PNP
BRWD1
PAQR9
NPM1
CACNA1C
UBR2
NPPA
NPPB
TCF3
LILRB3
CUX2
CALCA
STON1
LIMD1
TCN2
NOL3
HTRA2
CALM3
HAP1
JADE2
CALR
NTF3
CAMK2B
KMT5A
ABHD2
DOCK9
GRK5
CAPN1
CAPN2
MKNK2
NUCB2
SOCS3
RAPGEF4
GPX3
CH25H
SOX17
CASP1
CASP2
CASP3
CASP6
CASP7
CASP8
CASP9
RLN3
NFKBIZ
SEMA5A
WFDC1
CAT
OAZ2
SPAG9
TDG
HIF3A
CAV1
ODC1
CAV3
GRINA
MAP7
OMD
CBLB
PAPSS2
OGDH
MAP3K6
GSK3B
TFDP2
GSR
CRB1
CAPN10
STARD5
TFRC
CCND3
TGFB1
TGFB2
PTPN5
CCNG2
TGFBR2
LMOD3
TGM2
GTF2A1
THBS2
THRA
THRB
ANGPTL2
THY1
PSIP1
CD14
TIAM1
TIMP1
TIMP3
TIMP4
P4HB
TK1
PEBP1
PHF3
GUSB
TLE1
RASSF1
CD36
BRD4
SH3D19
SCARB2
KANK3
CD38
ENTPD1
TLR4
H1-2
SERPINE1
ERRFI1
H1-4
GPCPD1
H2AX
TMSB4X
CD74
IRAK3
AKAP13
TNF
CDK1
PNPLA7
TNFRSF1A
OSMR
R3HDM1
ZW10
FBXL20
TNNI3
TNNT2
CDH2
MMD
CDH11
PCK1
CDH13
ALPK2
TP53
ZMYM5
LGI1
TPM1
HEXA
CDKN1A
CFH
HFE
TPO
SNAPIN
LRAT
KLHL2
CDO1
ZNF346
HSP90B1
CPNE8
HIF1A
PDE3B
PDE4A
CALR3
TMEM141
MOSPD2
HK2
CEBPD
CRLF1
CDC42EP4
CEBPG
PDE7A
DHRS3
CENPA
HLA-DMA
PDK1
HLA-DQA1
SMYD1
CADM4
GPR182
CFTR
PEG3
HLF
PENK
GNG2
PHLDA3
PPIL6
TMOD4
PEX12
REG3G
PRND
MGLL
HMGCR
HMGCS1
ATP8B1
HMOX1
SNHG1
TECRL
NR4A1
PPP1R15A
AGBL5
CHKA
TTR
TUBA4A
TUBB2A
RHOU
CD163
HNRNPH3
ABCB4
CKB
CIRBP
CKM
PHKA1
HPCA
KCNH6
U2AF1
ITGBL1
UBB
UBC
CTPS2
CLCA1
PIGA
SGMS1
CLCN3
GABARAPL1
METRN
CLU
ASB11
PIK3CG
PIK3R1
UCHL1
UCP1
DERL3
UCP2
UCP3
UGDH
SLC10A6
HRAS
PKM
CTHRC1
PLA2G4A
SDF2L1
UCK2
PRMT1
PLAGL1
CCR1
UNG
PLAT
HES1
PLAU
CDYL
HSD3B1
HSD3B2
PLCB4
MAFF
ABCG2
ATXN10
PLD1
NOCT
HEATR5B
PLN
GSTO1
HSPA1L
HSPA2
EIF2AK3
ADAMTSL4
MTCH2
HSPA5
UVRAG
SMURF2
HSPA8
HOMER1
HSPB1
VCAM1
PMAIP1
CHAC1
HSP90AA1
COL1A1
VEGFA
COL2A1
DPP7
COL3A1
GAS5
VIM
COL5A1
COL5A2
SMAP1
HSPG2
DDIT4
AEN
PIGB
TBC1D15
COL15A1
VWF
MYOT
CYP26B1
COMT
LMCD1
LITAF
SPTLC2
MAP3K8
YPEL2
ICAM1
SH3KBP1
ELOVL1
POMC
MYRIP
ID1
XDH
NOX4
CP
MARCHF7
EFHD2
FAM117B
XPA
PPARA
ZNF428
NABP1
PPARG
CPS1
CPT1B
CPT2
LRRC58
YY1
CREB1
ATF2
SLC40A1
CREM
IFNA1
PDIA4
CRYAB
IFNG
IFNGR2
CRYBA4
PIM3
PPP2CA
TCF23
MIR133A1
GDA
IFRD1
IGF1
MAPK14
IGF1R
IGFBP3
CSF2RB
KCNT2
CSK
SLC45A3
SCARA5
ZNF451
HS2ST1
VCAN
PRKAA1
SLC25A10
RASGEF1B
CUZD1
AUTS2
IPO13
MIR208A
MIR21
NKX2-5
PRKCA
GIGYF2
PRKCB
PRKCD
PRKCE
MRPL41
CTF1
LSM14A
CCN2
DIXDC1
MAPK1
MAPK3
ARHGAP18
MAPK8
EDEM1
FBLIM1
IL1A
IL1B
CTSB
MAP2K1
IL17RD
CTSD
IL1RN
IL2
CTSL
RNF207
IL4
HERPUD1
IL4R
IL5RA
IL6
PRL
IL7
ADAMTSL2
CXCL8
PRODH
CXCR2
PROX1
RAB33B
CYBA
IL10
RNF144B
CYP1A1
CYP1A2
IL12A
CYP1B1
IL12B
KLHL24
SPHK2
IL17A
GBP6
IL18
ARHGAP24
ZBTB16
PSEN1
REEP1
SYT12
CYP2E1
RAPH1
INHBB
ASPN
INS
MTSS1
DAG1
SLCO3A1
SLC25A30
ZNF207
SPOCK2
IRS1
SEMA3G
DBP
PITPNC1
ST7L
PTEN
ZNF236
DCN
PTGDS
INTS3
ITGAM
DCT
ITGB1
PTGFR
PTGS1
PTGS2
DDIT3
PTH1R
DDOST
ITIH3
HEPH
SLC36A2
ITIH4
IRX4
ITK
STT3A
ITPKB
PTP4A1
TMX1
DEFB1
JARID2
RBP7
DFFB
JUN
JUNB
PTPN11
PTPN12
FBXO9
KCNA5
PTPRD
TXNDC5
PTPRF
KCNB1
CLPB
RNF103
CTNNBIP1
KCND2
KCNE1
PTX3
DHCR24
PVR
ARNT2
DIAPH2
PEX2
DIO2
LBH
KCNQ1
DLAT
PYGL
KDR
CD302
GFPT2
DMD
TSC22D4
QDPR
RNF128
RAB1A
RAB4A
RAB27A
NR1H4
MPP7
DNMT3A
DNMT3B
TNPO1
DXO
KRAS
RAD52
PLA2G7
YPEL3
DPEP1
RANGAP1
MEIG1
RASA1
BCL2L11
KRT18
DSG2
TSC22D3
RBBP4
RBM33
PPP1R14C
RBL2
DUSP1
DUSP4
DUSP8
RANBP9
DERL2
LAMA2
BSDC1
LAMB1
HTRA3
RELA
REN
CEP192
LBP
LCAT
LCN2
RFC5
LDHA
ECM1
TBL1XR1
LDHB
S1PR1
TMEM38B
LEP
LEPR
EDN1
EDNRA
ATP10D
EDNRB
LGALS3
TSFM
PPIF
TTLL7
TRIM7
FOSL1
CLIP4
HIPK3
ACE2
KY
GAL
MFAP5
ARL4A
SETDB2
ANGPTL6
TMTC1
FRY
PDIA6
RNASE4
CITED4
LIPE
LMAN1
APPL2
EGFR
EGR1
P3H2
FBXO31
LOX
FARP1
KLHDC8A
EIF4A2
LPL
ARHGAP12
EIF4E
ANP32A
SORBS3
UQCC1
SCPEP1
PCMTD2
EEF1AKMT1
LTBP2
TYW1
ELN
LGR6
NME6
CALCRL
LONRF3
RASSF4
PACRG
AKAP1
ENO1
PRG4
NHERF4
CRBN
TMEM140
SMAD1
HNRNPR
FBXW7
