Gene
PDCD1
SIRPG
TIGIT
CXCR6
LAG3
CTLA4
GZMB
ICOS
CD27
BTLA
HLA-DMA
MIR155HG
BATF
KLRB1
HAVCR2
CD79B
CCR2
TNFRSF9
CXorf21
AKAP5
CD80
CLECL1
RGS1
SECTM1
MYO7A
CXCL13
CD200R1
SARDH
ENTPD1
VCAM1
ACP5
ATP8B4
TNS3
ZBTB46
CAMK1
TNFSF4
CD70
ADPRH
TOX
CARD16
KRT86
RGS13
ITGAE
CCDC141
NR5A2
LRRN3
SYNGR3
KCNN4
TNIP3
LXN
PRDM1
CD200
NAALADL1
CDYL2
TOX2
VDR
CCDC50
ASB2
RDH5
HMOX1
FBXO10
COL6A3
GLDC
CHN1
ABCA2
IRF5
FSD1
OGG1
ZBED2
AGMAT
RUNX2
TIAM2
ERI1
POLD1
INPP1
L1CAM
AFAP1L2
TTN
