"x"
"LINC01871"
"HERPUD1"
"EOMES"
"TGFB1"
"RNF19A"
"TMEM50A"
"BLOC1S1"
"MSN"
"GABARAPL1"
"EID1"
"MTPN"
"IDH2"
"HSP90AA1"
"ISG15"
"LITAF"
"PTP4A2"
"RASGRP1"
"TRANK1"
"SPN"
"MXD4"
"TRG-AS1"
"PRKCB"
"CXCR3"
"WIPF1"
"CDC42EP3"
"LDHA"
"NAA50"
"GBP4"
"IL10RA"
"MYO1G"
"RORA"
"IDS"
"CEP78"
"PSME2"
"LSP1"
"ARL6IP5"
"GUK1"
"APOBEC3C"
"TLN1"
"IER2"
"MFSD10"
"IQGAP2"
"RAPGEF1"
"SUB1"
"SYTL3"
"TPM3"
"LPGAT1"
"SLC9A3R1"
"EPS15"
"C4orf48"
"CDKN2D"
"PLP2"
"PPP1CA"
"NEAT1"
"YWHAZ"
"APMAP"
"POMP"
"IFI16"
"ATP1B3"
"REEP5"
"JPT1"
"CMIP"
"SKIL"
"UBB"
"PARP14"
"MIDN"
"PARP8"
"LY6E"
"PTPN7"
"SAMD3"
"MAP4"
"PLEKHA2"
"SLA"
"BTN3A2"
"PPP1R12A"
"ARF6"
"IL2RG"
"SP100"
"ARHGAP25"
"EMB"
"EIF4E3"
"RABAC1"
"ATXN1"
"FYN"
"PAXX"
"SRPK2"
"DRAP1"
"GNG2"
"PSMB3"
"ZBTB7A"
"GLIPR1"
"IDI1"
"PSMB8"
"TPST2"
"STAT1"
"MAPK1"
"ODF2L"
"HIST2H2AC"
"LPIN2"
"CARD19"
"TMX4"
"MYH9"
"FMNL1"
"NFATC2"
"GBP2"
"CORO1A"
"GGA2"
"CKLF"
"MAP1LC3B"
"SAMD9L"
"NAA38"
"RALGDS"
"PSMA7"
"DEK"
"DBI"
"DYNLL1"
"AC008875.3"
"KLF13"
"S100A10"
"DIAPH1"
"STAT3"
"GZMM"
"PSMB10"
"IGF2R"
"ARPC5L"
"LIME1"
"GOLGA4"
"RNF166"
"APOL6"
"SLFN12L"
"UBR2"
"TAP1"
"GBP1"
"BRD2"
"DNAJC1"
"ANXA6"
"RABGAP1L"
"TAPBP"
"PLEC"
"MRPL41"
"NDUFA3"
"RAP2B"
"NLRC5"
"RAB29"
"VAMP8"
"CLIP1"
"HERPUD2"
"ACTR3"
"SMAD7"
"MGST3"
"CBLB"
"P2RY8"
"AKNA"
"ABHD17A"
"TMCO1"
"UBE2A"
"PREX1"
"NDUFB10"
"CAPZA1"
"SELPLG"
"ALOX5AP"
"ITGB2"
"NR3C1"
"BTN3A1"
"PTPN4"
"HIST1H1E"
"IFI27L2"
"LINC-PINT"
"SLAMF6"
"COX17"
"TANK"
"SMC4"
"JTB"
"MAP2K2"
"CLEC2B"
"SCML4"
"PSMB6"
"RECQL"
"FAM49B"
"SPATA13"
"RAB5IF"
"NDUFA12"
"STK38"
"PSTPIP1"
"PIP4K2A"
"SH3KBP1"
"EIF3A"
"RBX1"
"RASAL3"
"AL627171.2"
"SH3GLB1"
"SPCS2"
"SMCHD1"
"TERF2IP"
"PRKAR1A"
"SEC61B"
"RNF149"
"TCF25"
"SCP2"
"REL"
"TBCB"
"ROCK1"
"BIN2"
"PARP1"
"RTF1"
"UBE2L3"
"KIF5B"
"PRDX1"
"BSG"
"CCDC107"
"CAP1"
"H2AFV"
"MACF1"
"FAM89B"
"ADGRE5"
"NSD3"
"HSP90B1"
"SNRPB"
"SSBP3"
"NCOR1"
"PDIA6"
"PDCD5"
"FBXW5"
"DCTN3"
"ADAR"
"GSTK1"
"IKZF3"
"PGAM1"
"ATF7IP"
"PDIA3"
"PPP1R18"
"CTSW"
"ARHGDIA"
"UBL3"
"TC2N"
"TRADD"
"MECP2"
"CARD16"
"CCDC88C"
"TACC1"
"OSBPL8"
"ARHGEF3"
"PYCARD"
"SSBP4"
"PSMD8"
"COPE"
"BST2"
"PCMT1"
"TMEM50B"
"CD53"
"OFD1"
"CHD4"
"SELENOS"
"RAB1B"
"BAZ1B"
"KPNB1"
"TES"
"TUT7"
"RAB5C"
"PTPN1"
"CIB1"
"MED15"
"CTDSP1"
"TSC22D3"
"PSMB2"
"ARPP19"
"DYNLT1"
"NDUFA6"
"RAB11A"
"GNPTAB"
"AP2B1"
"PPP3CA"
"SASH3"
"SIRT7"
"MOB1A"
"SAMSN1"
"PRPF40A"
"DNAJA1"
"GPS2"
"RNF115"
"CLTB"
"TMC6"
"TXNDC17"
"WDR1"
"SRSF4"
"MAGOH"
"ITGB1BP1"
"CHMP2A"
"SAR1A"
"SP4"
"NUB1"
"ITCH"
"PRKX"
"RNF181"
"PHF11"
"RAB8A"
"PCSK7"
"ARPC4"
"TRAPPC1"
"ZBTB44"
"DYNC1H1"
"SYAP1"
"PRKCH"
"CCDC12"
"ATP6V0B"
"ZBTB8OS"
"TMF1"
"PSMA6"
"DDHD1"
"RNPEPL1"
"COX5A"
"SOS1"
"MOB3A"
"CTSD"
"GRK2"
"FERMT3"
"RAB10"
"BAX"
"TM9SF2"
"CYCS"
"RAB18"
"SETX"
"NMI"
"PPP2R5A"
"CTSS"
"POLR2F"
"TMEM35B"
"PSMA3"
"ANKRD13D"
"TUFM"
"BAZ1A"
"PCID2"
"BIRC6"
"SPAG9"
"CDK13"
"CDK11A"
"DHRS7"
"SSNA1"
"LYST"
"CAPNS1"
"TMED5"
"ORAI1"
"NCBP3"
"TARS"
"DNAJB14"
"SMC1A"
"ZFX"
"CCNDBP1"
"PARP4"
"NCOA7"
"TMEM208"
"PSMA4"
"CASP4"
"CEP350"
"LSM1"
"TOB1"
"STUB1"
"SPTAN1"
"RAD23B"
"ENSA"
"BIRC3"
"ADRM1"
"ZNF276"
"RER1"
"BTN3A3"
"LCP2"
"EP300"
"LAMTOR2"
"TFDP2"
"ARIH2"
"SDF2L1"
"MPC2"
"BUD31"
"MED13"
"EMC7"
"PPP4C"
"COPB2"
"SMAP1"
"PLEKHA3"
"CITED2"
"KIAA2026"
"IRF9"
"TSC22D4"
"SUDS3"
"SELENOT"
"POLR2B"
"MIS18BP1"
"PYROXD1"
"PIN1"
"GNB1"
"ITGB7"
"AC058791.1"
"NCKAP1L"
"GNAI3"
"EHD1"
"RBMS1"
"ZFP36"
"GNB2"
"OTUB1"
"TMEM165"
"CD84"
"UHMK1"
"MLEC"
"GPR65"
"CHD9"
"TBCC"
"UBXN7"
"CMC2"
"LSM10"
"GPR174"
"PSMD2"
"CBX6"
"PGP"
"SETD2"
"VASP"
"STAT4"
"ECH1"
"POLR3GL"
"ADAM10"
"ADD1"
"TRIM22"
"FDPS"
"TTC39C"
"HSPB11"
"CLTC"
"VCP"
"LY9"
"ZBTB1"
"EIF6"
"RIOK3"
"EWSR1"
"UBN1"
"XBP1"
"CDK2AP2"
"CALCOCO2"
"TAOK1"
"EIF4EBP2"
"SPSB3"
"HMGN4"
"HCP5"
"MIEN1"
"STAT5B"
"SIGIRR"
"ATR"
"SLC4A7"
"LINC00649"
"BAG1"
"SFT2D2"
"RALY"
"DCAF5"
"PITPNB"
"ZNF106"
"ZC3H18"
"ADSS"
"VEZF1"
"HELZ"
"SERPINB9"
"MPC1"
"CAB39"
"CCDC82"
"REXO2"
"EXOSC1"
"FAM50A"
"STXBP3"
"TMEM9B"
"PCGF5"
"GADD45B"
"DOCK2"
"UFD1"
"PCNX1"
"P4HB"
"FBXO7"
"FAM214A"
"RAD50"
"COMMD3"
"TMED9"
"SHFL"
"PPP6R1"
"AGO3"
"CERT1"
"ATP8A1"
"CALCOCO1"
"YAF2"
