"","PC1"
"APBB2",0.0813761014059152
"ATF3",0.0217939947365622
"CARMIL3",0.0094071500735666
"CCDC6",0.0222906052729982
"ELL2",0.093267798894845
"IFNG",0.0302634717284198
"ING3",0.00321850460302556
"IQCJ.SCHIP1",0.000141096677739106
"PMCH",0.0086085551344237
"PTGS2",2.88511126787832e-07
"PTPN3",0.0801195454339062
"RDH10",0.0221528483390821
"RNF19B",0.0140089719094348
"RRAD",0.129886624371367
"SHF",0.0034553675453762
"TIE1",0.0421003849589265
"UBXN10",0.000744731664480994
