"","x"
"SDC4",0.0428683841951863
"SEC24A",0.035298263778743
"SECTM1",0.0285870417588653
"SELENOM",0.0475555426470944
"SEMA3D",0.0391660992695882
"SERPINB8",0.0429508062370649
"SERPINB9",0.0377886642002077
"SERPINE1",0.0297305122191434
"SERTAD1",0.0278495986148378
"SETBP1",0.0318200721106437
"SGPP2",0.0478074249289174
"SH2D2A",0.0473488165310562
"SH2D4A",0.0264625434001012
"SHB",0.041198349038454
"SHC4",0.0482308146397182
"SHF",0.0473825075884805
"SHISA8",0.0448156349203107
"SIM1",0.0428972210427259
"SIX4",0.042851722287721
"SLC22A1",0.0316172250944306
"SLC22A4",0.0361252556326539
"SLC25A44",0.0393423370504427
"SLC39A14",0.0454195627296909
"SLC41A1",0.0364393139075765
"SLC41A2",0.0462382314689633
"SLC5A3",0.0396584561104947
"SMAD7",0.028246997568228
"SMIM10",0.0434619103199088
"SMOX",0.0424042395154818
"SMPDL3A",0.0449336415203319
"SNAP25",0.0475962140257871
"SNX33",0.0459906871339164
"SNX9",0.0429169452080636
"SOX4",0.0455358130793228
"SPAG1",0.0418473496989841
"SPIB",0.0423839085132102
"SPIRE1",0.0386013373770378
"SPP1",0.0316380926710447
"SPRY2",0.0435943331016851
"SQLE",0.0434457143414946
"SQOR",0.0403978782178511
"SRGN",0.0464748220008038
"STAM",0.0392122936885119
"STAMBP",0.0443841509173802
"STARD8",0.0457033524051916
"STAT3",0.0435394779366325
"SUOX",0.03998497806313
"SUSD6",0.0421363605197788
"SYNGR2",0.0433718507716417
"SYNGR3",0.0442102690174667
"TAS1R3",0.0195353805796411
"TCF4",0.0373921742043799
"TCTN3",0.0433070811194084
"TFPI",0.0430280322442397
"TGIF1",0.0446824583159261
"THSD7A",0.0447715102907098
"TIAM2",0.0455732113395736
"TIE1",0.0485729848514135
"TIGIT",0.0341937805528072
"TINAG",0.0316238434267262
"TLE3",0.0382959985766877
"TMCC3",0.0390041662959749
"TMEM136",0.0400234668292377
"TMEM217",0.0385650510808768
"TMEM63C",0.0384819186688337
"TMEM88",0.0218251408108289
"TNFAIP3",0.0425374358926711
"TNFRSF10B",0.0424098038885174
"TNFRSF11A",0.0466966676575478
"TNFRSF18",0.0460300510053956
"TNFRSF4",0.0457841207165797
"TNFRSF9",0.0393843820748238
"TNFSF9",0.0381843716379767
"TNIP2",0.0451711101325264
"TNIP3",0.0465920010778626
"TNNC1",0.0319055151158678
"TNNT2",0.0339692313148364
"TNS2",0.0371561080298903
"TNS3",0.0464122715661141
"TP63",0.0470234965236931
"TP73",0.0279745938314632
"TPM1",0.0362128731432469
"TPPP3",0.0387475724679438
"TPRG1",0.0460161811278836
"TRAF4",0.0338008197633601
"TRIB1",0.039559583096277
"TRIM25",0.0330198946054665
"TRIM36",0.0323932963612016
"TSC22D3",0.0453079915589421
"TSPAN5",0.0340678294045372
"TSPYL2",0.0450034248754926
"TTC30A",0.0276346822943201
"TTC30B",0.0328360376674814
"TUFT1",0.0439770678666489
"TWIST1",0.0420686821703486
"TXNDC2",0.0376792361512686
"UBE2QL1",0.0457482743863145
"UBXN10",0.0453587788608846
"UCP3",0.0338058893316558
"UHRF1BP1L",0.0472295004509394
"USP12",0.0472431263938807
"USP54",0.0263042032605005
"VASH1",0.0410897811950372
"VCAM1",0.0373696251835645
"VDR",0.0451115150773633
"VPS37C",0.0366880285877355
"WLS",0.0446910447978599
"XIRP1",0.0415733295101995
"XKRX",0.045789856248656
"ZBED2",0.0409452566235782
"ZC3H12C",0.0479931404567332
"ZC3H12D",0.0453526314795458
"ZDHHC1",0.0381031571554349
"ZEB2",0.0424865918144872
"ZFAND2A",0.022883440607929
"ZFP36L1",0.0317538747849733
"ZG16B",0.0370995475268755
"ZMIZ1",0.0418857853776433
"ZNF132",0.0292290141036654
"ZNF155",0.0404112082689376
"ZNF222",0.0210281652904906
"ZNF223",0.0359595991941752
"ZNF235",0.0297649093328218
"ZNF274",0.0208153229558751
"ZNF282",0.049390528608556
"ZNF331",0.0331905891882219
"ZNF34",0.0337550766007401
"ZNF35",0.0382561789020264
"ZNF365",0.0358138066083965
"ZNF408",0.0177696944159559
"ZNF425",0.0341600157283815
"ZNF438",0.0429574601391624
"ZNF584",0.033745281299061
"ZNF629",0.0435076709458738
"ZNF670",0.0421526659860377
"ZNF697",0.0436727379876304
"ZNF704",0.0432199930575895
"ZNF768",0.0439428220006974
"ZNF799",0.0214311607944412
"ZSCAN20",0.0446028671950417
"ZSWIM6",0.0473789550673082
