"","x"
"1372","IFITM3"
"1373","IFNAR2"
"1374","IFNG"
"1375","IFNGR2"
"1376","IFRD2"
"1377","IFT140"
"1378","IFT172"
"1379","IFT20"
"1380","IFT22"
"1381","IGF1"
"1382","IGF1R"
"1383","IGF2"
"1384","IGF2BP3"
"1385","IGFBP4"
"1386","IGFBP7"
"1387","IGFL4"
"1388","IGFLR1"
"1389","IGIP"
"1390","IGLON5"
"1391","IGSF23"
"1392","IGSF3"
"1393","IKZF3"
"1394","IKZF4"
"1395","IL12RB1"
"1396","IL12RB2"
"1397","IL13"
"1398","IL17D"
"1399","IL17RA"
"1400","IL17RB"
"1401","IL17RE"
"1402","IL18"
"1403","IL18R1"
"1404","IL18RAP"
"1405","IL1A"
"1406","IL1RAP"
"1407","IL1RN"
"1408","IL2"
"1409","IL21R"
"1410","IL23A"
"1411","IL23R"
"1412","IL24"
"1413","IL26"
"1414","IL27RA"
"1415","IL2RA"
"1416","IL2RB"
"1417","IL3"
"1418","IL31RA"
"1419","IL36G"
"1420","IL4"
"1421","IL4I1"
"1422","IL5"
"1423","IL7"
"1424","IL7R"
"1425","IL9R"
"1426","ILDR1"
"1427","ILDR2"
"1428","IMP4"
"1429","INF2"
"1430","ING3"
"1431","ING4"
"1432","INHBA"
"1433","INO80"
"1434","INPP1"
"1435","INPP4A"
"1436","INPP5F"
"1437","INPP5K"
"1438","INSC"
"1439","INSIG1"
"1440","INSIG2"
"1441","INSRR"
"1442","INTS13"
"1443","IPCEF1"
"1444","IPMK"
"1445","IPO4"
"1446","IQCD"
"1447","IQCF2"
"1448","IQCJ-SCHIP1"
"1449","IQGAP2"
"1450","IQGAP3"
"1451","IRAK1BP1"
"1452","IRAK2"
"1453","IRAK3"
"1454","IRF1"
"1455","IRF2BP2"
"1456","IRF2BPL"
"1457","IRF5"
"1458","IRF7"
"1459","IRF8"
"1460","IRF9"
"1461","IRGQ"
"1462","IRS1"
"1463","IRS2"
"1464","IRS4"
"1465","IRX3"
"1466","IRX5"
"1467","ISG20"
"1468","ISL2"
"1469","ITGA1"
"1470","ITGA2"
"1471","ITGA2B"
"1472","ITGA4"
"1473","ITGA5"
"1474","ITGA6"
"1475","ITGA9"
"1476","ITGAD"
"1477","ITGAE"
"1478","ITGAX"
"1479","ITGB7"
"1480","ITK"
"1481","ITM2B"
"1482","ITM2C"
"1483","ITPKA"
"1484","ITPKB"
"1485","ITPR1"
"1486","ITPRIP"
"1487","ITPRIPL2"
"1488","JAG1"
"1489","JAM2"
"1490","JAM3"
"1491","JDP2"
"1492","JMJD6"
"1493","JPH2"
"1494","JUN"
"1495","JUNB"
"1496","JUP"
"1497","KANK1"
"1498","KANK2"
"1499","KANTR"
"1500","KAT2B"
"1501","KATNAL1"
"1502","KBTBD8"
"1503","KCNAB3"
"1504","KCNB1"
"1505","KCNC3"
"1506","KCNC4"
"1507","KCNG1"
"1508","KCNH3"
"1509","KCNH4"
"1510","KCNIP2"
"1511","KCNJ1"
"1512","KCNJ13"
"1513","KCNJ15"
"1514","KCNK1"
"1515","KCNK5"
"1516","KCNMA1"
"1517","KCNMB3"
"1518","KCNMB4"
"1519","KCNN3"
"1520","KCNN4"
"1521","KCNQ1"
"1522","KCTD11"
"1523","KCTD12"
"1524","KCTD15"
"1525","KCTD19"
"1526","KDELR3"
"1527","KDM3A"
"1528","KDM4B"
"1529","KDM4C"
"1530","KDM6B"
"1531","KDM7A"
"1532","KIAA0408"
"1533","KIAA0825"
"1534","KIAA0895"
"1535","KIAA0895L"
"1536","KIAA1107"
"1537","KIAA1211"
"1538","KIAA1217"
"1539","KIAA1324"
"1540","KIF1A"
"1541","KIF1BP"
"1542","KIF21A"
"1543","KIF2A"
"1544","KIF3A"
"1545","KIF3B"
"1546","KIF7"
"1547","KIF9"
"1548","KIR2DL1"
"1549","KIR2DL4"
"1550","KIR3DX1"
"1551","KISS1R"
"1552","KIT"
"1553","KIZ"
"1554","KLC4"
"1555","KLF10"
"1556","KLF2"
"1557","KLF3"
"1558","KLF4"
"1559","KLF6"
"1560","KLF7"
"1561","KLHDC7B"
"1562","KLHL18"
"1563","KLHL24"
"1564","KLHL25"
"1565","KLHL3"
"1566","KLHL32"
"1567","KLHL33"
"1568","KLLN"
"1569","KLRB1"
"1570","KLRC1"
"1571","KLRC2"
"1572","KLRC3"
"1573","KLRD1"
"1574","KLRG1"
"1575","KLRK1"
"1576","KNG1"
"1577","KRBA2"
"1578","KRCC1"
"1579","KREMEN1"
"1580","KRT1"
"1581","KRT13"
"1582","KRT17"
"1583","KRT2"
"1584","KRT3"
"1585","KRT5"
"1586","KRT6A"
"1587","KRT72"
"1588","KRT79"
"1589","KRT80"
"1590","KRT86"
"1591","KRTCAP3"
"1592","KSR1"
"1593","KYAT1"
"1594","L1CAM"
"1595","L3MBTL3"
"1596","LACC1"
"1597","LAG3"
"1598","LAIR1"
"1599","LAIR2"
"1600","LAMB3"
"1601","LAMP3"
"1602","LANCL2"
"1603","LAP3"
"1604","LAPTM4B"
"1605","LARP1"
"1606","LARP4"
"1607","LAX1"
"1608","LAYN"
"1609","LBHD1"
"1610","LBX2"
"1611","LCMT2"
"1612","LCN2"
"1613","LDLRAD4"
"1614","LDLRAP1"
"1615","LEF1"
"1616","LEMD1"
"1617","LETM1"
"1618","LETM2"
"1619","LFNG"
"1620","LGALS3"
"1621","LHFPL3"
"1622","LHFPL6"
"1623","LHX1"
"1624","LHX9"
"1625","LIF"
"1626","LIG3"
"1627","LILRA2"
"1628","LILRB1"
"1629","LILRB4"
"1630","LIMA1"
"1631","LIME1"
"1632","LIN7A"
"1633","LINC00672"
"1634","LINC00959"
"1635","LINGO3"
"1636","LLGL2"
"1637","LMAN1"
"1638","LMBR1L"
"1639","LMCD1"
"1640","LMNA"
"1641","LMNTD2"
"1642","LMO7"
"1643","LMTK3"
"1644","LNX1"
"1645","LNX2"
"1646","LONRF2"
"1647","LOXL3"
"1648","LPAR6"
"1649","LPCAT2"
"1650","LPGAT1"
"1651","LPL"
"1652","LRG1"
"1653","LRIG1"
"1654","LRIG3"
"1655","LRP2"
"1656","LRP2BP"
"1657","LRP8"
"1658","LRRC23"
"1659","LRRC27"
"1660","LRRC3"
"1661","LRRC32"
"1662","LRRC34"
"1663","LRRC39"
"1664","LRRC45"
"1665","LRRC4B"
"1666","LRRC6"
"1667","LRRC63"
"1668","LRRC8B"
"1669","LRRN3"
"1670","LTA"
"1671","LTB"
"1672","LTBP4"
"1673","LTV1"
"1674","LY6G6E"
"1675","LY9"
"1676","LYG1"
"1677","LYL1"
"1678","LYN"
"1679","LYPD3"
"1680","LYRM2"
"1681","LYRM9"
"1682","LYST"
"1683","LYZL6"
"1684","LZTS2"
"1685","MADCAM1"
"1686","MAF"
"1687","MAFF"
"1688","MAGEE1"
"1689","MAGI1"
"1690","MAGI3"
"1691","MAK16"
"1692","MAMDC4"
"1693","MAMLD1"
"1694","MAMSTR"
"1695","MAN1C1"
"1696","MANBA"
"1697","MANF"
"1698","MAOA"
"1699","MAP10"
"1700","MAP1A"
"1701","MAP1LC3A"
"1702","MAP2K3"
"1703","MAP2K6"
"1704","MAP3K15"
"1705","MAP3K5"
"1706","MAP3K6"
"1707","MAP3K8"
"1708","MAP4K5"
"1709","MAP7"
"1710","MAPK11"
"1711","MAPK6"
"1712","MAPK8"
"1713","MAPRE3"
"1714","MAPT"
"1715","MARCKS"
"1716","MARS"
"1717","MASP2"
"1718","MAST1"
"1719","MAST3"
"1720","MAT2A"
"1721","MATK"
"1722","MATN4"
"1723","MB"
"1724","MB21D2"
"1725","MBNL2"
"1726","MBNL3"
"1727","MCAM"
"1728","MCHR1"
"1729","MCOLN1"
"1730","MCOLN2"
"1731","MCOLN3"
"1732","MCTP2"
"1733","MCUB"
"1734","MDK"
"1735","ME3"
"1736","MEDAG"
"1737","MEF2B"
"1738","MEF2C"
"1739","MEGF6"
"1740","MEIG1"
"1741","MELTF"
"1742","MEOX1"
"1743","MESP1"
"1744","MEST"
"1745","METRNL"
"1746","METTL1"
"1747","METTL7A"
"1748","MEX3A"
"1749","MEX3B"
"1750","MFSD10"
"1751","MFSD2A"
"1752","MFSD6L"
"1753","MGARP"
"1754","MGAT3"
"1755","MGAT5"
"1756","MGP"
"1757","MICAL1"
"1758","MICAL2"
"1759","MICAL3"
"1760","MICALCL"
"1761","MID2"
"1762","MIEF2"
"1763","MIER3"
"1764","MIIP"
"1765","MILR1"
"1766","MINDY1"
"1767","MINDY2"
"1768","MINDY3"
"1769","MINK1"
"1770","MINOS1"
"1771","MISP3"
"1772","MKNK2"
"1773","MLC1"
"1774","MLH3"
"1775","MME"
"1776","MMP10"
"1777","MMP11"
"1778","MMP12"
"1779","MMP15"
"1780","MMP23B"
"1781","MMP9"
"1782","MNT"
"1783","MORN2"
"1784","MORN3"
"1785","MOXD1"
"1786","MPDU1"
"1787","MPI"
"1788","MPP7"
"1789","MPV17L2"
"1790","MPZL1"
"1791","MPZL2"
"1792","MPZL3"
"1793","MRC2"
"1794","MREG"
"1795","MRGPRX2"
"1796","MRTO4"
"1797","MSANTD3-TMEFF1"
"1798","MSC"
"1799","MSMO1"
"1800","MSR1"
"1801","MSS51"
"1802","MST1"
"1803","MSTO1"
"1804","MT1A"
"1805","MT1E"
"1806","MT1X"
"1807","MT2A"
"1808","MT3"
"1809","MTAP"
"1810","MTERF2"
"1811","MTFP1"
"1812","MTG1"
"1813","MTG2"
"1814","MTHFD1L"
"1815","MTHFD2"
"1816","MTHFR"
"1817","MTMR11"
"1818","MTMR7"
"1819","MTRNR2L1"
"1820","MTRNR2L10"
"1821","MTRNR2L13"
"1822","MTRNR2L8"
"1823","MTSS1"
"1824","MTSS1L"
"1825","MTURN"
"1826","MTUS1"
"1827","MTX3"
"1828","MUC6"
"1829","MVD"
"1830","MX1"
"1831","MXD3"
"1832","MXD4"
"1833","MXI1"
"1834","MXRA8"
"1835","MYADM"
"1836","MYB"
"1837","MYBBP1A"
"1838","MYBL1"
"1839","MYBPC2"
"1840","MYBPC3"
"1841","MYCBPAP"
"1842","MYCT1"
"1843","MYH10"
"1844","MYH3"
"1845","MYH6"
"1846","MYH7"
"1847","MYL3"
"1848","MYL5"
"1849","MYL9"
"1850","MYLIP"
"1851","MYO15B"
"1852","MYO18B"
"1853","MYO1B"
"1854","MYO1D"
"1855","MYO1E"
"1856","MYO1F"
"1857","MYO3B"
"1858","MYO7A"
"1859","MYO7B"
"1860","MYOF"
"1861","MYOM1"
"1862","MYOM2"
"1863","MYPOP"
"1864","MYSM1"
"1865","MZB1"
"1866","N4BP2L1"
"1867","N4BP3"
"1868","NAA15"
"1869","NAA25"
"1870","NAB1"
"1871","NAB2"
"1872","NACC2"
"1873","NAGS"
"1874","NAMPT"
"1875","NAP1L5"
"1876","NAPB"
"1877","NAPSA"
"1878","NATD1"
"1879","NBEAL1"
"1880","NBPF15"
"1881","NCALD"
"1882","NCAM1"
"1883","NCF1"
"1884","NCF2"
"1885","NCF4"
"1886","NCKAP1"
"1887","NCKIPSD"
"1888","NCOA2"
"1889","NCR2"
"1890","NCR3"
"1891","NCR3LG1"
"1892","NCS1"
"1893","NDFIP2"
"1894","NDRG2"
"1895","NDRG4"
"1896","NDUFA7"
"1897","NEB"
"1898","NEBL"
"1899","NECTIN1"
"1900","NEIL3"
"1901","NEK3"
"1902","NEK6"
"1903","NEK8"
"1904","NELL2"
"1905","NETO2"
"1906","NEU4"
"1907","NEURL1"
"1908","NEURL1B"
"1909","NEURL3"
"1910","NEUROG2"
"1911","NF1"
"1912","NFAM1"
"1913","NFATC1"
"1914","NFATC4"
"1915","NFKB1"
"1916","NFKB2"
"1917","NFKBIA"
"1918","NFKBID"
"1919","NFKBIE"
"1920","NFKBIZ"
"1921","NGLY1"
"1922","NHLRC4"
"1923","NHS"
"1924","NID1"
"1925","NIM1K"
"1926","NINJ1"
"1927","NINL"
"1928","NKD2"
"1929","NLE1"
"1930","NLGN2"
"1931","NLRP1"
"1932","NLRP14"
"1933","NLRP3"
"1934","NMB"
"1935","NME1"
"1936","NME1-NME2"
"1937","NME9"
"1938","NMT2"
"1939","NMU"
"1940","NMUR1"
"1941","NNAT"
"1942","NOCT"
"1943","NOG"
"1944","NOL3"
"1945","NOL6"
"1946","NOLC1"
"1947","NOP14"
"1948","NOP16"
"1949","NOP2"
"1950","NOP56"
"1951","NOS3"
"1952","NOSIP"
"1953","NOSTRIN"
"1954","NOTCH1"
"1955","NOXO1"
"1956","NOXRED1"
"1957","NPAS2"
"1958","NPHP1"
"1959","NPIPA1"
"1960","NPIPA7"
"1961","NPIPB8"
"1962","NPPC"
"1963","NPR2"
"1964","NPTX1"
"1965","NPTX2"
"1966","NR1D2"
"1967","NR2F6"
"1968","NR3C1"
"1969","NR3C2"
"1970","NR4A1"
"1971","NR4A2"
"1972","NR4A3"
"1973","NRARP"
"1974","NRCAM"
"1975","NREP"
"1976","NRIP3"
"1977","NRL"
"1978","NRN1"
"1979","NRP2"
"1980","NRROS"
"1981","NRSN2"
"1982","NRTN"
"1983","NSUN7"
"1984","NT5C1A"
"1985","NT5DC3"
"1986","NTN1"
"1987","NTN3"
"1988","NTNG2"
"1989","NTPCR"
"1990","NTRK1"
"1991","NTRK2"
"1992","NUAK1"
"1993","NUAK2"
"1994","NUDT10"
"1995","NUDT18"
"1996","NUDT8"
"1997","NXN"
"1998","NXPE3"
"1999","NXPH4"
"2000","OAS3"
"2001","OAZ3"
"2002","OBSCN"
"2003","OCEL1"
"2004","OCSTAMP"
"2005","ODC1"
"2006","ODF1"
"2007","ODF2L"
"2008","OGFRL1"
"2009","OGN"
"2010","OLFM2"
"2011","OLIG1"
"2012","OLIG3"
"2013","OPLAH"
"2014","OPN1SW"
"2015","OPN3"
"2016","OPRL1"
"2017","OR10G2"
"2018","OR2A1"
"2019","OR2A42"
"2020","OR2C3"
"2021","ORAI3"
"2022","ORM2"
"2023","OSBP2"
"2024","OSBPL10"
"2025","OSBPL6"
"2026","OSM"
"2027","OSR2"
"2028","OSTM1"
"2029","OTUD7A"
"2030","OTUD7B"
"2031","OVOL1"
"2032","OVOL3"
"2033","OXCT2"
"2034","OXER1"
"2035","OXLD1"
"2036","OXR1"
"2037","OXTR"
"2038","P2RX1"
"2039","P2RX7"
"2040","P2RY1"
"2041","P2RY14"
"2042","P4HA1"
"2043","P4HA2"
"2044","PACSIN3"
"2045","PADI4"
"2046","PAGE2"
"2047","PAGE2B"
"2048","PAIP2B"
"2049","PALD1"
"2050","PALLD"
"2051","PALM2"
"2052","PAM"
"2053","PAN2"
"2054","PANK1"
"2055","PANX2"
"2056","PAOX"
"2057","PAQR7"
"2058","PAQR8"
"2059","PARD3"
"2060","PARD3B"
"2061","PARP15"
"2062","PAWR"
"2063","PAX5"
"2064","PBX3"
"2065","PBXIP1"
"2066","PCBP3"
"2067","PCDH8"
"2068","PCGF2"
"2069","PCP2"
"2070","PCP4L1"
"2071","PCSK4"
"2072","PCSK5"
"2073","PDCD1"
"2074","PDCD1LG2"
"2075","PDCD2L"
"2076","PDE4A"
"2077","PDE4B"
"2078","PDE7B"
"2079","PDF"
"2080","PDGFA"
"2081","PDGFRB"
"2082","PDGFRL"
"2083","PDIA2"
"2084","PDIA5"
"2085","PDK1"
"2086","PDLIM2"
"2087","PDLIM4"
"2088","PDP1"
"2089","PDP2"
"2090","PDSS1"
"2091","PELI2"
"2092","PELO"
"2093","PER1"
"2094","PER2"
"2095","PEX11A"
"2096","PFKFB3"
"2097","PFKFB4"
"2098","PGGT1B"
"2099","PGM2"
"2100","PGM2L1"
"2101","PGPEP1"
"2102","PHACTR2"
"2103","PHC1"
"2104","PHEX"
"2105","PHF1"
"2106","PHLDA1"
"2107","PHLDA2"
"2108","PHLDA3"
"2109","PHLPP1"
"2110","PHOSPHO1"
"2111","PHTF2"
"2112","PI16"
"2113","PIANP"
"2114","PIAS2"
"2115","PIDD1"
"2116","PIF1"
"2117","PIGP"
"2118","PIGW"
"2119","PIGZ"
"2120","PIK3AP1"
"2121","PIK3CB"
"2122","PIK3CG"
"2123","PIK3IP1"
"2124","PIK3R1"
"2125","PIK3R6"
"2126","PIM1"
"2127","PIM2"
"2128","PIM3"
"2129","PINX1"
"2130","PIP5K1B"
"2131","PIP5K1C"
"2132","PIWIL2"
"2133","PKIA"
"2134","PKIG"
"2135","PKP4"
"2136","PLA2G4A"
"2137","PLA2G4C"
"2138","PLAC8"
"2139","PLAG1"
"2140","PLAGL2"
"2141","PLAU"
"2142","PLAUR"
"2143","PLB1"
"2144","PLCD1"
"2145","PLCG2"
"2146","PLCH1"
"2147","PLCH2"
"2148","PLCL2"
"2149","PLCXD1"
"2150","PLD1"
"2151","PLD6"
"2152","PLEC"
"2153","PLEKHA2"
"2154","PLEKHA4"
"2155","PLEKHA6"
"2156","PLEKHA7"
"2157","PLEKHA8"
"2158","PLEKHF1"
"2159","PLEKHG3"
"2160","PLEKHG4"
"2161","PLEKHH2"
"2162","PLEKHH3"
"2163","PLEKHO1"
"2164","PLIN4"
"2165","PLK2"
"2166","PLOD2"
"2167","PLPP1"
"2168","PLPPR2"
"2169","PLS1"
"2170","PLS3"
"2171","PLTP"
"2172","PLXNA1"
"2173","PLXNA4"
"2174","PLXNB1"
"2175","PLXNB2"
"2176","PLXND1"
"2177","PM20D2"
"2178","PMCH"
"2179","PMEL"
"2180","PMEPA1"
"2181","PMM2"
"2182","PNISR"
"2183","PNO1"
"2184","PNRC1"
"2185","PODXL2"
"2186","POLD4"
"2187","POLH"
"2188","POLR1A"
"2189","POLR1B"
"2190","POLR1C"
"2191","POLR3B"
"2192","POLR3H"
"2193","POMGNT2"
"2194","PON2"
"2195","PON3"
"2196","POU2AF1"
"2197","POU3F1"
"2198","POU4F1"
"2199","PPAN"
"2200","PPARG"
"2201","PPARGC1B"
"2202","PPFIA4"
"2203","PPFIBP1"
"2204","PPIF"
"2205","PPM1J"
"2206","PPM1L"
"2207","PPME1"
"2208","PPOX"
"2209","PPP1R10"
"2210","PPP1R13B"
"2211","PPP1R13L"
"2212","PPP1R15A"
"2213","PPP1R16B"
"2214","PPP1R26"
"2215","PPP1R32"
"2216","PPP1R3B"
"2217","PPP1R3E"
"2218","PPP1R3G"
"2219","PPP2R2D"
"2220","PPP2R3B"
"2221","PPP2R3C"
"2222","PPP2R5B"
"2223","PPRC1"
"2224","PRDM8"
"2225","PRDX1"
"2226","PRELID2"
"2227","PRH2"
"2228","PRICKLE3"
"2229","PRKACB"
"2230","PRKAG2"
"2231","PRKCE"
"2232","PRKCG"
"2233","PRKCZ"
"2234","PRKN"
"2235","PRKX"
"2236","PROCA1"
"2237","PROCR"
"2238","PROM1"
"2239","PROS1"
"2240","PROX2"
"2241","PRPF4B"
"2242","PRPH2"
"2243","PRR22"
"2244","PRR36"
"2245","PRR5"
"2246","PRR5L"
"2247","PRRG4"
"2248","PRRT2"
"2249","PRRX2"
"2250","PRSS23"
"2251","PRSS3"
"2252","PSAT1"
"2253","PSD"
"2254","PSD3"
"2255","PSME3"
"2256","PSMG1"
"2257","PSPN"
"2258","PSRC1"
"2259","PSTK"
"2260","PTGDR2"
"2261","PTGER1"
"2262","PTGER2"
"2263","PTGER3"
"2264","PTGES3L"
"2265","PTGES3L-AARSD1"
"2266","PTGFRN"
"2267","PTGIR"
"2268","PTGIS"
"2269","PTGR1"
"2270","PTGS1"
"2271","PTGS2"
"2272","PTK2"
"2273","PTK7"
"2274","PTMS"
"2275","PTN"
"2276","PTPN14"
"2277","PTPN3"
"2278","PTPN4"
"2279","PTPN5"
"2280","PTPN6"
"2281","PTPN7"
"2282","PTPRF"
"2283","PTPRK"
"2284","PTPRN"
"2285","PTPRO"
"2286","PTPRS"
"2287","PTPRU"
"2288","PTTG2"
"2289","PUM3"
"2290","PUS1"
"2291","PUS7"
"2292","PVALB"
"2293","PVR"
"2294","PWWP2B"
"2295","PXDC1"
"2296","PXMP2"
"2297","PXN"
"2298","PXYLP1"
"2299","PYCR1"
"2300","PYCR3"
"2301","PYDC1"
"2302","PYGL"
"2303","PYGM"
"2304","PYROXD2"
"2305","PYY"
"2306","QPCT"
"2307","QPRT"
"2308","QRFP"
"2309","QRICH2"
"2310","QSOX1"
"2311","QSOX2"
"2312","R3HCC1"
"2313","RAB11FIP1"
"2314","RAB11FIP5"
"2315","RAB13"
"2316","RAB20"
"2317","RAB27B"
"2318","RAB30"
"2319","RAB32"
"2320","RAB33A"
"2321","RAB37"
"2322","RAB38"
"2323","RAB3A"
"2324","RAB3D"
"2325","RAB3GAP1"
"2326","RAB6B"
"2327","RABGEF1"
"2328","RAD52"
"2329","RAD54B"
"2330","RAI14"
"2331","RALGPS2"
"2332","RAMP1"
"2333","RAP1GAP"
"2334","RAP1GAP2"
"2335","RAPGEF4"
"2336","RAPGEFL1"
"2337","RARRES3"
"2338","RASA3"
"2339","RASA4"
"2340","RASA4B"
"2341","RASAL1"
"2342","RASD2"
"2343","RASGEF1B"
"2344","RASGRP2"
"2345","RASGRP3"
"2346","RASSF1"
"2347","RASSF3"
"2348","RASSF7"
"2349","RAVER2"
"2350","RBAK-RBAKDN"
"2351","RBFOX2"
"2352","RBM38"
"2353","RBM39"
"2354","RBM44"
"2355","RBM45"
"2356","RBM47"
"2357","RBMS1"
"2358","RBMS3"
"2359","RBPJL"
"2360","RCAN1"
"2361","RCBTB2"
"2362","RCL1"
"2363","RCN3"
"2364","RCOR2"
"2365","RDH10"
"2366","RDM1"
"2367","RDX"
"2368","RECK"
"2369","REEP2"
"2370","REG4"
"2371","REL"
"2372","RELB"
"2373","RELL1"
"2374","RELL2"
"2375","REM2"
"2376","RETN"
"2377","RETREG1"
"2378","RFESD"
"2379","RFX1"
"2380","RFX2"
"2381","RGCC"
"2382","RGL1"
"2383","RGL4"
"2384","RGPD8"
"2385","RGS1"
"2386","RGS12"
"2387","RGS13"
"2388","RGS14"
"2389","RGS16"
"2390","RGS17"
"2391","RGS2"
"2392","RGS3"
"2393","RGS6"
"2394","RGS8"
"2395","RGS9"
"2396","RGS9BP"
"2397","RHBDD2"
"2398","RHBDL3"
"2399","RHOB"
"2400","RHOBTB2"
"2401","RHOT1"
"2402","RHOU"
"2403","RHPN1"
"2404","RHPN2"
"2405","RIBC1"
"2406","RIC3"
"2407","RILP"
"2408","RIMKLA"
"2409","RIMS2"
"2410","RIMS3"
"2411","RIN1"
"2412","RIOK1"
"2413","RIPK3"
"2414","RIPOR1"
"2415","RIPOR2"
"2416","RLBP1"
"2417","RLF"
"2418","RMDN2"
"2419","RNASE10"
"2420","RNASE4"
"2421","RNASEL"
"2422","RND1"
"2423","RNF112"
"2424","RNF122"
"2425","RNF125"
"2426","RNF157"
"2427","RNF166"
"2428","RNF19A"
"2429","RNF19B"
"2430","RNF207"
"2431","RNF208"
"2432","RNF223"
"2433","RNF32"
"2434","ROBO1"
"2435","ROGDI"
"2436","ROPN1L"
"2437","RORC"
"2438","RPGR"
"2439","RPL17-C18orf32"
"2440","RPP40"
"2441","RPS6KA2"
"2442","RRAD"
"2443","RRAGD"
"2444","RRM2B"
"2445","RRP1"
"2446","RRP12"
"2447","RRP15"
"2448","RRP9"
"2449","RRS1"
"2450","RSC1A1"
"2451","RSG1"
"2452","RSPH3"
"2453","RTKN"
"2454","RTL6"
"2455","RTL8A"
"2456","RTL8B"
"2457","RTN2"
"2458","RTN4R"
"2459","RTN4RL2"
"2460","RTP4"
"2461","RUBCNL"
"2462","RUFY3"
"2463","RUNX2"
"2464","RUNX3"
"2465","RWDD2A"
"2466","RXFP4"
"2467","RXRA"
"2468","RYBP"
"2469","S100A10"
"2470","S100A14"
"2471","S100A3"
"2472","S100A9"
"2473","S100B"
"2474","S100P"
"2475","S100Z"
"2476","S1PR2"
"2477","S1PR4"
"2478","SAC3D1"
"2479","SALL2"
"2480","SALL4"
"2481","SAMD10"
"2482","SAMD14"
"2483","SAMD3"
"2484","SAMHD1"
"2485","SAMSN1"
"2486","SAP25"
"2487","SAPCD1"
"2488","SASH1"
"2489","SAV1"
"2490","SBF2"
"2491","SBK1"
"2492","SBSN"
"2493","SBSPON"
"2494","SCARB1"
"2495","SCARF1"
"2496","SCARF2"
"2497","SCD"
"2498","SCG5"
"2499","SCML1"
"2500","SCML2"
"2501","SCML4"
"2502","SCN1B"
"2503","SCN3A"
"2504","SCN4B"
"2505","SCNN1D"
"2506","SCO2"
"2507","SCPEP1"
"2508","SCT"
"2509","SCX"
"2510","SDC1"
"2511","SDC4"
"2512","SDCBP2"
"2513","SDCCAG8"
"2514","SDHD"
"2515","SDK2"
"2516","SEC11C"
"2517","SEC14L2"
"2518","SEC24A"
"2519","SEC31B"
"2520","SECTM1"
"2521","SELENOI"
"2522","SELENOM"
"2523","SELENOS"
"2524","SELL"
"2525","SELPLG"
"2526","SEMA3B"
"2527","SEMA3D"
"2528","SEMA4A"
"2529","SEMA4B"
"2530","SEMA7A"
"2531","SENP1"
"2532","SERGEF"
"2533","SERINC5"
"2534","SERP2"
"2535","SERPINA1"
"2536","SERPINB8"
"2537","SERPINB9"
"2538","SERPIND1"
"2539","SERPINE1"
"2540","SERPINE2"
"2541","SERPINF1"
"2542","SERPINF2"
"2543","SERPINH1"
"2544","SERTAD1"
"2545","SERTAD3"
"2546","SESN1"
"2547","SETBP1"
"2548","SETD6"
"2549","SETD7"
"2550","SEZ6L2"
"2551","SFPQ"
"2552","SFXN2"
"2553","SGCD"
"2554","SGK2"
"2555","SGO2"
"2556","SGPL1"
"2557","SGPP2"
"2558","SH2B2"
"2559","SH2B3"
"2560","SH2D2A"
"2561","SH2D3A"
"2562","SH2D3C"
"2563","SH2D4A"
"2564","SH2D7"
"2565","SH3BP5"
"2566","SH3D21"
"2567","SH3RF3"
"2568","SH3TC1"
"2569","SH3YL1"
"2570","SHB"
"2571","SHC4"
"2572","SHF"
"2573","SHISA2"
"2574","SHISA3"
"2575","SHISA8"
"2576","SHROOM1"
"2577","SIGIRR"
"2578","SIM1"
"2579","SIPA1"
"2580","SIPA1L2"
"2581","SIRT4"
"2582","SIX1"
"2583","SIX4"
"2584","SIX5"
"2585","SKI"
"2586","SKIL"
"2587","SLA"
"2588","SLAMF6"
"2589","SLC10A1"
"2590","SLC12A2"
"2591","SLC12A7"
"2592","SLC15A2"
"2593","SLC15A4"
"2594","SLC16A10"
"2595","SLC16A11"
"2596","SLC16A2"
"2597","SLC16A3"
"2598","SLC16A4"
"2599","SLC16A6"
"2600","SLC16A8"
"2601","SLC1A4"
"2602","SLC1A5"
"2603","SLC22A1"
"2604","SLC22A17"
"2605","SLC22A18"
"2606","SLC22A23"
"2607","SLC22A4"
"2608","SLC23A1"
"2609","SLC25A20"
"2610","SLC25A29"
"2611","SLC25A32"
"2612","SLC25A33"
"2613","SLC25A36"
"2614","SLC25A44"
"2615","SLC25A45"
"2616","SLC25A53"
"2617","SLC26A11"
"2618","SLC26A4"
"2619","SLC26A5"
"2620","SLC27A1"
"2621","SLC27A2"
"2622","SLC27A3"
"2623","SLC27A4"
"2624","SLC28A3"
"2625","SLC29A1"
"2626","SLC29A4"
"2627","SLC2A11"
"2628","SLC2A3"
"2629","SLC2A4RG"
"2630","SLC2A6"
"2631","SLC2A8"
"2632","SLC30A1"
"2633","SLC30A3"
"2634","SLC30A4"
"2635","SLC31A2"
"2636","SLC34A1"
"2637","SLC35A1"
"2638","SLC35F2"
"2639","SLC35G2"
"2640","SLC36A1"
"2641","SLC38A4"
"2642","SLC38A9"
"2643","SLC39A14"
"2644","SLC3A2"
"2645","SLC41A1"
"2646","SLC41A2"
"2647","SLC43A1"
"2648","SLC43A2"
"2649","SLC44A1"
"2650","SLC46A3"
"2651","SLC48A1"
"2652","SLC5A3"
"2653","SLC5A6"
"2654","SLC6A16"
