"","PC1"
"APBB2",0.0685540250445736
"ATF3",0.0210693004930536
"CARMIL3",0.00718057332413753
"CCDC6",0.0271152467464205
"ELL2",0.0911013342536403
"IFNG",0.00950524807176358
"PMCH",0.011171142975704
"PTPN3",0.10006305361549
"RDH10",0.0244755186842518
"RNF19B",0.0162481503678036
"RRAD",0.137913655445522
"SHF",0.000158282543935291
"TIE1",0.0287685775865328
