,CD19_Donor76_Day11,CD19_Donor76_Day15,CD19_Donor76_Day21,CD19_Donor86_Day11,CD19_Donor86_Day15,CD19_Donor86_Day21,CD19_Donor90_Day11,CD19_Donor90_Day15,CD19_Donor90_Day21,Control_Donor76_Day0,Control_Donor86_Day0,Control_Donor90_Day0,HA_Donor76_Day11,HA_Donor76_Day15,HA_Donor76_Day21,HA_Donor86_Day11,HA_Donor86_Day15,HA_Donor86_Day21,HA_Donor90_Day11,HA_Donor90_Day15,HA_Donor90_Day21,cluster,Genesymbol,
NPIPB8,0.005527104,-0.824004661,-0.824004661,-0.132843805,-0.824004661,-0.824004661,0.473568564,-0.039272322,-0.824004661,-0.82400348,0.564921598,1.578963789,2.097148776,1.931611948,-0.824004661,-0.598089422,-0.824004661,-0.179206803,0.005281958,1.582884691,-0.69845997,C1,NPIPB8,ENSG00000255524.7
LY6G6E,-0.785018398,-0.785018398,0.196240823,-0.785018398,-0.785018398,2.378739908,-0.785018398,0.224973852,1.320238951,-0.785018398,-0.785018398,0.168157931,0.306720427,-0.785018398,1.817376776,-0.785018398,-0.785018398,0.08387269,1.143587763,-0.785018398,0.995293258,C4,LY6G6E,ENSG00000255552.7
OR10G2,0.805563947,-0.379064466,-0.296225712,0.221062062,-0.937300487,-1.34168953,1.826362452,0.114016801,-0.093222397,-1.682197643,-1.339445387,-0.321882144,1.317855238,1.125074961,-0.296603643,-0.088484262,-0.540467459,-1.047096721,1.596956263,1.096564194,0.260223933,C1,OR10G2,ENSG00000255582.1
AC068775.2,-0.037136104,-0.342340589,0.152936211,-1.784335815,-1.669701759,-1.234469329,-1.031890967,-0.870801099,-0.620821258,-0.704747444,0.361149624,-0.054469431,0.931880689,1.707376552,1.005428989,0.456453806,0.501200456,1.219846312,-0.212586123,0.755208464,1.471818815,C5,AC068775.2,ENSG00000255641.1
TRIL,-0.689907113,-0.733546237,-0.71563105,-0.672470093,-0.754634773,-0.701668753,-0.513697683,-0.429086634,-0.240422055,-0.792652894,-0.77783657,-0.639601096,-0.261434402,-0.441500704,-0.066853849,0.768850312,0.716144454,0.938858502,2.169686182,1.424740464,2.412663991,C3,TRIL,ENSG00000255690.2
MTRNR2L8,0.689910093,-0.560907402,-0.4078143,0.235222623,-0.015485677,-0.687489884,1.411722064,-0.347914068,-0.288896986,-2.141425848,-1.734122439,0.492644329,1.278651554,0.248057288,-1.32005062,1.269390953,1.010528881,-0.354724378,1.480269776,-0.302129543,0.044563583,C1,MTRNR2L8,ENSG00000255823.4
CTSO,-1.018845432,0.243173452,0.467394838,-1.232073686,0.369178725,0.527234362,-1.521231161,0.808484742,0.130854426,-0.657805996,0.432493818,1.403046884,-1.632854759,0.342255831,0.428369781,-1.190314559,0.304712018,0.717770852,-1.606717966,1.368023545,1.316850285,C4,CTSO,ENSG00000256043.2
MTRNR2L10,-1.083681827,3.14E-05,1.458781869,-1.083681827,0.923172456,1.317667207,-0.658876499,0.169899918,0.79787942,-0.773035037,-0.756694617,-1.083681827,-0.594450437,1.477770348,-0.413251517,-1.083681827,1.676367509,-1.083681827,-0.689656802,0.585321311,0.897482634,C4,MTRNR2L10,ENSG00000256045.2
DNAAF4,0.639354218,-1.014881189,-1.006469996,-0.579871701,-0.116502628,-1.41402992,0.290289617,0.823764815,-1.41402992,-1.41402992,0.755819671,0.702757941,2.049772952,0.429240399,-0.967987759,1.297344569,0.406610391,-0.241505471,-0.049855275,1.360862583,-0.536653377,C1,DNAAF4,ENSG00000256061.7
ZNF10,0.559614566,-0.398315121,1.312114936,-1.081111668,-0.202751679,0.139088451,-1.178931973,-0.27100856,0.333588617,-1.549286438,0.822579162,0.404390995,-1.412450949,0.481296656,1.646019321,-1.448951954,0.494514255,0.957792327,-1.394627451,0.783375968,1.003060537,C4,ZNF10,ENSG00000256223.5
AL139300.1,1.075744737,-0.515973498,1.902636603,2.205063538,0.24843609,0.334138189,0.063498786,0.875332536,1.391169626,-0.508315493,-1.185203782,-0.748824618,-1.185203782,-0.774507251,-1.185203782,-0.632170725,-0.404697052,-0.609455673,0.007624851,-0.717664907,0.36357561,C2,AL139300.1,ENSG00000256500.5
MTRNR2L1,-0.937508387,-0.937508387,1.63603716,0.002033385,-0.937508387,0.508425469,-0.697271787,-0.937508387,2.059421587,-0.937508387,-0.750018737,-0.708194914,-0.176119712,1.183429908,0.958235742,-0.70729937,-0.481220926,1.278885055,-0.690291578,1.297870194,-0.026379541,C5,MTRNR2L1,ENSG00000256618.2
NHLRC4,1.623330714,-0.997169776,0.599681026,0.653376901,-0.496607943,0.350071647,1.000065691,-0.949597969,-0.595993189,-1.83767425,-1.957382402,-1.195626115,0.306324651,0.304831149,-0.573968602,1.322429643,0.423053505,0.590021291,-0.262793954,0.736345083,0.957282899,C1,NHLRC4,ENSG00000257108.1
ZBED6,-0.074634219,0.534455521,-0.097615442,-0.646097864,0.637207321,-0.050689381,-0.422250141,0.450577702,-0.428654126,-2.849050527,-2.433544656,-0.044495446,0.5502666,0.139211091,0.759190333,0.677930892,0.635641499,0.624562133,1.309288511,0.104585414,0.624114787,C4,ZBED6,ENSG00000257315.2
ZNF878,1.855242,0.645233853,-0.647258467,1.126363545,-0.653099312,-1.96337369,0.234300407,1.023074294,-0.86270494,-2.158512351,-0.719560468,-0.047727669,0.810535001,0.345331796,0.49865014,0.799805086,0.136812768,-0.491530449,0.42155347,0.524409747,-0.87754476,C1,ZNF878,ENSG00000257446.3
AC106782.1,-0.017564052,-1.217540232,-0.575777318,-1.176327131,-0.803034741,0.125808978,0.485594244,-1.227846771,-0.117853067,0.526627505,1.90633865,2.921850473,-0.035244322,-0.356136669,-0.196255002,0.457972893,-0.514201985,0.599905248,0.245252657,-0.929620258,-0.1019491,C1,AC106782.1,ENSG00000258130.7
CHURC1,0.536174225,0.612829015,0.586257186,1.00823223,0.997966042,1.353613076,1.327712806,1.101448956,0.861471779,-2.090614534,-0.895696951,-0.047925321,-1.538378395,-1.490814541,-0.181959027,-0.432455559,-0.531691014,-0.004533708,-1.075790807,-0.072841361,-0.023004098,C2,CHURC1,ENSG00000258289.8
PDF,-0.204041796,1.240790004,0.451860018,-0.446299079,1.389407175,0.740271813,-0.861982318,1.403513493,0.569036405,-2.432057837,-0.957679656,-1.2082135,-1.004878159,0.075437181,0.73066452,-0.872457101,0.653119371,0.124358961,-0.656473765,0.967533928,0.298090342,C4,PDF,ENSG00000258429.1
RNASE4,-0.518280543,-1.167955175,-1.144729721,-0.120380794,-0.727825472,0.518045743,-0.839698859,-0.230409422,-0.081966759,-1.408788249,-1.527869363,-1.117849074,0.392759247,0.810797123,0.572476223,1.935762067,0.882337204,1.633322761,0.530282515,0.786408546,0.823562003,C3,RNASE4,ENSG00000258818.3
AC107871.1,-0.193979656,0.401094541,-0.04865491,0.022737918,0.213122658,-0.931750363,-0.179787287,-0.614635783,-0.159091284,-1.664164243,-1.664164243,-1.664164243,0.852799449,1.517063661,-0.143365973,1.148079953,0.934571276,-0.384968675,1.37567116,1.630871538,-0.447285496,C3,AC107871.1,ENSG00000260007.2
HOXB7,-0.041736557,-0.088501455,1.407572794,-0.864604509,0.003963502,1.480330837,0.688416647,0.194329006,1.477766213,-1.136247521,-1.92460378,-1.502893924,-0.087279919,-0.650876871,1.864274973,-0.676780204,-0.189548625,0.066076164,-0.280285058,-0.418901982,0.67953027,C4,HOXB7,ENSG00000260027.4
SPDYE6,1.044985477,1.344268015,0.499933958,0.351461195,0.320650837,0.676878195,1.783087538,1.15642509,0.198271747,-2.48213163,-0.610311,-0.324976753,-1.404550535,-0.59275659,-0.685334147,-0.700259775,0.351896291,-0.62919637,-0.797842001,0.700427323,-0.200926864,C2,SPDYE6,ENSG00000260097.2
AC090527.2,-1.314810085,-0.848917216,-0.818925714,-0.928565911,-0.301262037,0.023349562,-0.881778765,0.241522501,1.346274567,-1.314810085,-1.314810085,-0.814558771,0.350222598,1.146989348,1.933919004,0.572983451,0.367841351,-0.128805503,0.183669403,0.838684284,1.661788104,C5,AC090527.2,ENSG00000260170.1
SCX,-0.020353781,0.039085017,-1.031094613,-0.079961407,-0.322870124,-0.744806705,-0.17306141,-0.200668397,-0.843322972,3.175270453,1.956335355,1.337157439,-0.481984854,-0.227454023,-0.737220467,0.31984231,-0.564112665,-0.328700597,-0.172931661,-0.437513935,-0.461632964,C1,SCX,ENSG00000260428.2
BOP1,-0.202138465,1.776444578,0.841739118,-0.470766086,1.718390999,0.362995228,-0.622418906,1.877607637,0.535846724,-0.836008412,-0.611055731,-0.464898293,-0.795225794,-0.213921364,0.312075468,-0.727592415,0.326527077,-1.691680853,-0.39112989,0.780244937,-1.505035557,C4,BOP1,ENSG00000261236.7
TEN1.CDK3,-0.049117166,-0.565976272,-0.914645449,-0.914645449,0.928127498,-0.914645449,-0.200242624,0.641436676,-0.914604401,-0.492557565,-0.269334698,0.0197251,1.450148887,1.328994297,-0.914645449,1.116808074,-0.914598447,-0.914645449,2.168033937,1.240881879,-0.914497932,C1,TEN1.CDK3,#N/A
GOLGA8H,0.80863765,-1.193763441,-1.012029994,1.117616929,-1.193763441,0.073895529,-0.310206948,-0.467591612,0.055764459,-1.193763441,-0.863672042,-1.193763441,0.57513684,1.996864362,-0.247542623,-0.180208205,1.270949299,1.212533705,-0.951732962,1.328183215,0.368456161,C1,GOLGA8H,ENSG00000261794.1
MMP12,-0.807249716,-0.817384104,0.116694268,-0.991120884,-0.341904272,-0.214271481,-0.991120884,0.040928985,0.078176678,-0.991120884,-0.60795695,-0.815274128,-0.034395769,1.608962776,1.192264417,-0.991120884,1.867957024,1.596727712,-0.991120884,1.440478821,0.651850157,C5,MMP12,ENSG00000262406.2
CCER2,-0.540137335,0.044097482,1.671573846,-0.812030873,-0.137149372,0.441373309,-0.817376547,-0.12559606,0.876952993,2.115899637,-0.839755478,0.969554316,-1.640448686,0.63944175,0.920857038,-1.439085944,-0.441019924,0.569187069,-1.261952239,-0.494155731,0.299770748,C4,CCER2,ENSG00000262484.1
AC119396.1,1.4234854,0.34767439,0.496642184,1.28851779,0.26541429,0.802332666,1.501702294,0.599548016,0.423249619,-0.432079437,0.501961862,1.626115119,-0.64822706,-0.87689104,-1.485954101,-0.521724295,-0.894285236,-1.127251953,-1.03256436,-1.112572973,-1.145093176,C2,AC119396.1,ENSG00000263264.1
FAM72C,0.770687562,0.354028859,0.216586787,0.403373277,-0.051962447,-0.361815709,0.693715382,0.257943293,0.031491104,-2.198676604,-2.198676604,-2.198676604,1.248310496,1.024069675,0.394901501,0.536636027,-0.108058524,-0.069127081,0.857115497,0.248509151,0.149624965,C1,FAM72C,ENSG00000263513.5
LINC00672,2.181308339,-0.317592379,-0.976742501,0.764772799,-0.121044439,-0.821218601,1.681786799,-0.100855547,-0.573911731,-0.703338799,0.401214116,2.290857645,-0.349724471,0.014837905,-1.092193365,0.402270817,-0.114754368,-0.125516645,-0.427453901,-0.754285158,-1.258416514,C1,LINC00672,ENSG00000263874.2
OTUD7B,-0.503520282,0.257139342,0.221431521,-1.021536682,-0.431200337,0.131940542,-0.387911957,-0.024822827,0.187329569,-2.410671405,-1.987709727,-1.378266383,0.652199829,0.700631938,1.058211437,0.283331275,1.12237231,0.80409944,1.058863312,0.858753784,0.809335303,C5,OTUD7B,ENSG00000264522.5
AP000275.2,-1.12133592,0.538081151,-0.556140066,-1.12133592,-1.12133592,0.053847859,-1.12133592,-0.348142817,-0.411416703,-1.12133592,-0.860501137,-1.12133592,1.265136716,0.836619539,-0.05087853,1.653577751,0.805224042,1.998172019,0.781176458,0.584868168,0.438391071,C3,AP000275.2,ENSG00000265590.9
FSBP,-0.78422839,-1.20170327,-0.99311806,-0.504262672,-0.696295589,-1.258657226,-1.187101814,-1.234856255,-0.878838229,0.22423487,-0.771804256,0.258720112,0.902598409,0.490271296,0.301201103,1.187680273,1.223894392,1.224987238,1.491074666,1.095660954,1.110542448,C3,FSBP,ENSG00000265817.2
TXNIP,0.426286228,-0.260691178,0.871122294,0.075165485,-0.56989175,0.422845266,0.299447553,-0.108879256,0.360122094,0.446471163,3.077792595,1.587153945,-1.238818925,-0.772357294,-0.047089526,-0.726653202,-0.743209061,-0.808515811,-1.29255849,-0.608115303,-0.389626827,C2,TXNIP,ENSG00000265972.5
BAHCC1,-0.799839362,-0.581403482,-0.733921474,-0.784819832,-0.78260559,-0.520815165,-0.227172703,-0.943845958,-0.536980004,-1.024809497,-0.662720787,-0.825317565,2.11203628,1.229109411,0.883356182,2.014332546,0.94002456,0.272796571,1.086121056,0.504091013,-0.617616202,C3,BAHCC1,ENSG00000266074.8
NBPF15,0.918764982,-0.540637258,-0.444251441,-0.082420719,-1.1628775,-0.562659276,0.879401554,-0.161286127,-0.466198423,2.29947203,1.492193863,2.227544369,0.100297722,0.021530777,-0.837005514,-0.334132937,-0.625398331,-1.233570698,-0.372887971,-0.542345594,-0.57353351,C1,NBPF15,ENSG00000266338.6
GDF10,-0.846014177,-0.741714211,-0.588660651,-0.948304543,-0.688519919,-0.730577519,-0.974568662,-0.781089388,-0.675624035,-0.974568662,-0.796796383,-0.949074752,0.880484861,1.284247484,1.58941768,0.49991357,0.939672975,1.745674363,0.587505886,0.809424669,1.359171413,C5,GDF10,ENSG00000266524.2
MYO15B,0.024577468,-1.086226707,-1.240135976,0.831555384,-0.677569948,-0.336505536,0.826983728,-0.26747542,-0.374618549,2.114795064,2.011426222,1.786188362,-0.793594279,-0.861293414,-1.291310546,0.311120102,-0.372681966,-0.312871012,-0.055852748,-0.049200413,-0.187309816,C1,MYO15B,ENSG00000266714.7
AC092073.1,1.349919089,0.739195602,-0.742243413,0.421211785,1.110665075,-1.273223746,1.825494756,-0.700419644,-0.527705901,-1.273223746,-0.582790406,-1.273223746,1.206635493,-0.061865409,0.042928622,0.829643556,-0.644127093,-0.284135147,1.415965456,-0.30547744,-1.273223746,C1,AC092073.1,ENSG00000266953.6
FXYD1,-0.326320642,0.005079663,1.530912418,0.78164561,-0.785155795,-0.350878297,-0.528695958,-1.157425739,1.692588423,0.383753384,2.294361136,0.354378437,-0.15489223,0.24604283,-0.749521633,0.169789408,0.197420905,-1.404640505,0.2948658,-0.861996599,-1.631310615,C2,FXYD1,ENSG00000266964.5
PTGES3L,-0.031851919,-0.222649462,-0.945360155,-0.390362264,-0.277662172,-0.84211272,-0.845220045,-0.353062679,-1.413186686,-2.017158315,-0.992666609,-0.429530812,1.243140039,0.919967243,0.474217491,0.753144657,0.916645769,0.358420572,1.018964139,1.782490366,1.293833562,C3,PTGES3L,ENSG00000267060.5
AC012309.1,-1.558594432,-0.119319533,-0.373421022,-0.259633057,0.109539592,-1.558594432,-1.558594432,-0.307522673,-0.779456187,-1.558594432,0.157530857,1.711985312,0.777045189,-0.283783576,1.675140247,0.595672475,0.814494504,0.388656011,1.062222426,0.668323729,0.396903438,C3,AC012309.1,ENSG00000267360.6
APOC4,0.990492556,0.469319913,-1.783064885,0.781167438,-0.080780935,-1.011520082,0.291789513,-0.761485738,-1.447307273,0.327848949,-1.502400839,1.46196961,-0.276499099,1.753829841,-0.582762577,-0.576691827,-0.006932203,1.084317061,1.183176495,0.208809707,-0.523275625,C1,APOC4,ENSG00000267467.3
S1PR2,-0.367147332,0.093248304,2.191843477,-0.085821773,-0.698789401,-0.134171645,-0.579228558,-0.247942317,0.844433189,-2.82697847,-1.182497258,-0.185253101,-0.150796801,0.490950093,0.382691293,0.665062825,0.738599032,-0.249539135,1.25229535,0.722519711,-0.673477481,C4,S1PR2,ENSG00000267534.2
AC004223.3,-1.178037352,-1.1145232,1.458916714,-0.815723761,0.808755524,0.989966925,-0.659701641,0.302178748,1.028662417,-0.632324521,-1.027186363,-1.037292969,-1.394466655,0.847451869,1.603271092,-0.553081557,0.600312319,0.479714116,-0.347687106,1.409142346,-0.768346944,C4,AC004223.3,ENSG00000267618.5
FDX2,-0.953338003,0.791607446,1.597670609,-1.262448587,0.536664533,0.098759285,-1.450070387,-0.277664082,0.938365315,0.518983978,-0.95105952,-1.363134471,-0.047902234,0.973850012,0.994093364,-1.370260555,-0.142224293,0.953014545,-1.275256373,1.098345827,0.592003592,C4,FDX2,ENSG00000267673.6
NDUFA7,0.319633932,0.534467008,0.859517646,0.766772754,1.045934741,0.905321671,0.401896393,0.82005967,0.661631362,-2.425040875,-2.075600029,-1.655224807,0.356488871,-1.077101217,0.644133569,0.135218657,-0.256976003,0.012725895,0.512002762,-0.194978294,-0.290883706,C4,NDUFA7,ENSG00000267855.5
AC010616.1,-0.522534705,-2.208883787,-0.60942496,0.518856271,-1.645257083,-0.93252878,0.24052961,-1.135636439,-0.595482526,1.336326602,0.671938158,1.556501992,-0.004883198,1.126125145,-0.606626635,1.164953392,0.609079901,0.877036922,0.087862085,-0.213800965,0.285849001,C1,AC010616.1,ENSG00000268041.2
AC008878.3,1.339652307,-0.16149059,0.625462499,1.161865794,-0.315585836,0.575730352,1.609488577,0.200696726,0.652663306,-0.132971172,1.003295627,1.810527035,-0.814629405,-0.809409349,-1.188519544,-0.408320752,-1.074784899,-1.211233135,-1.211233135,-1.211233135,-0.439971273,C2,AC008878.3,ENSG00000268861.6
SPIB,-0.48736156,-0.528468395,-0.619193544,-0.611130197,-0.561238961,-0.330798599,-0.623436444,-0.717233452,-0.395579641,-1.25961627,-0.983895332,-0.202487885,-0.455905858,-0.296385023,1.379728991,-0.035967772,1.291593975,1.997434174,-0.091137946,1.243298949,2.28778079,C5,SPIB,ENSG00000269404.6
SLC25A53,1.241337915,1.34378807,0.938291755,1.014946728,1.021253141,0.263343169,0.644692961,0.785862708,-0.094971533,-1.531623702,0.456062826,1.657492323,-0.823082106,-0.417920824,-0.941059657,-1.224473272,-0.388153151,-1.059032806,-0.969133018,-0.960466805,-0.957154725,C2,SLC25A53,ENSG00000269743.2
HIST2H4B,-1.292780771,0.094994502,0.347348339,-1.292780767,0.118222837,0.636546926,-1.292780771,-0.20491982,1.687530123,-1.292780771,1.02361139,-1.292780771,-0.302983657,-1.292780771,0.349558111,0.648007136,0.810073369,0.908006281,-0.615148687,0.654354704,1.601483072,C5,HIST2H4B,ENSG00000270276.2
MTRNR2L13,-0.89943841,-0.89943841,0.870767154,-0.89943841,-0.462199908,2.074146902,-0.656389385,-0.89943841,1.765199981,-0.510831293,-0.89943841,-0.89943841,-0.632482272,1.008472937,1.004843367,-0.666313639,0.583391833,-0.067215096,-0.89943841,0.804823476,1.179854814,C5,MTRNR2L13,ENSG00000270394.4
HSPE1.MOB4,-0.330764998,0.2620033,1.405988663,-1.541604304,0.295023381,1.101055226,-0.119098888,0.681338378,0.566874267,-1.541604304,-1.541604304,-1.541604304,0.194361418,0.071243971,1.028496234,-0.985404767,-0.513706579,1.290000209,-0.656911694,0.781256543,1.094662552,C4,HSPE1.MOB4,#N/A
HIST2H4A,0.369502146,0.829146907,0.261454125,0.753434582,0.59277219,1.144051375,0.405769616,0.664987915,0.214056149,-1.563365463,-2.708664284,0.705191037,-0.584263233,-1.082698289,-0.001827278,-1.200006364,-0.549996203,1.11853627,-0.547026284,0.116528225,1.062416861,C2,HIST2H4A,ENSG00000270882.2
CTAGE6,0.277271423,-0.846876427,-1.303653307,2.237969676,-0.089955856,0.834055251,0.790758417,-0.894838195,-1.05190336,-1.041650776,-0.189609566,-1.445581516,-0.136905779,-0.382958383,-0.21210649,1.295669308,0.554816531,1.143064876,1.180514472,-1.028342113,0.310261815,C1,CTAGE6,ENSG00000271321.1
MILR1,-0.803664454,-0.796097068,-0.586920543,-0.552607341,-1.000140342,-0.721438327,-0.804852185,-0.940430664,-0.381562672,-1.471622148,-1.31545081,-0.342943728,1.315156946,1.378436886,0.939587903,1.261076219,0.930558997,1.194610679,1.008307783,0.938920491,0.751074378,C3,MILR1,ENSG00000271605.5
ANKRD34A,0.76836989,0.175962477,-0.741380146,1.257178143,0.15264139,-1.465540093,1.210437286,-0.154917699,-1.520283852,-0.76576246,-0.995979774,0.022963761,1.122343351,0.811765914,-0.427223348,0.942531178,0.422990058,-1.326503886,1.541375216,0.449596438,-1.480563843,C1,ANKRD34A,ENSG00000272031.2
DOC2B,-0.513862798,-0.687713119,-0.801114277,-0.86546468,-1.128481342,0.203898798,-0.733879752,-0.959680823,-0.311184879,-1.466175102,-0.824086643,-0.048571707,0.313049374,0.738213847,0.219060116,2.619543999,1.24628815,0.510968991,1.424053272,0.210763103,0.85437547,C3,DOC2B,ENSG00000272636.3
RBAK.RBAKDN,0.362249727,-0.373130599,-0.091063474,0.528496335,-1.300070579,-1.774236964,1.001981821,-1.55399089,-1.049466154,1.507053744,-1.039086518,1.610262218,0.59824029,1.280898885,-0.863026597,0.507888432,-0.410022015,0.693837615,0.623872252,0.050865447,-0.311552977,C1,RBAK.RBAKDN,#N/A
C2orf15,0.074475865,-0.361001353,-1.184794974,1.43573542,-0.251557285,-1.922053743,0.414240983,-1.250509616,-1.509465546,0.057886128,-0.440954303,1.737483369,1.320081362,1.546431111,0.144436226,-0.158631319,0.741944308,-0.258842902,-0.619650352,0.005770912,0.47897571,C1,C2orf15,ENSG00000273045.5
LHX1,-0.979298284,-0.682069773,0.201921176,-0.832959002,-0.840675558,-0.755947719,-0.836394504,-0.419442287,0.134910581,-1.220073682,-1.220073682,-1.220073682,1.408441027,1.516148434,0.068152484,1.045449516,1.398815904,0.613540828,1.605855813,0.952847289,0.060925121,C3,LHX1,ENSG00000273706.4
CYFIP1,-0.322506031,-0.585715659,0.252707588,-0.64378564,-0.931762088,-0.505705374,-1.022073056,-0.871081136,-0.200062587,-1.837574119,-1.240356714,-1.205393292,1.107468075,0.669358398,1.418317987,0.753637534,0.746916098,1.084134348,1.240080937,0.939911961,1.15348277,C5,CYFIP1,ENSG00000273749.4
HIST1H2BG,-0.717658382,1.902189903,-1.37428065,-0.624833202,0.997109169,-1.29733544,-0.829184969,0.508363868,-0.669349085,1.446818319,0.944432511,1.965431083,-1.082316257,0.56986584,-0.495194907,-0.526610381,0.044832904,-0.554765013,-0.532385963,0.121000928,0.203869725,C4,HIST1H2BG,ENSG00000273802.2
AL449266.1,0.556849646,-1.03205707,0.436150631,0.463002058,-1.03205707,-1.03205707,1.074939053,-1.03205707,0.576100611,-1.03205707,-1.03205707,-1.03205707,1.237355201,-1.03205707,0.681783205,-1.03205707,-0.222073769,1.638766892,1.653184568,0.732084136,0.4603714,C1,AL449266.1,ENSG00000274068.1
NATD1,0.366986196,-1.053280562,-0.395947763,-0.00323754,-1.987776386,-1.370059472,1.565679121,-0.631351578,-0.298617645,-0.251542717,-0.702237685,2.338938502,0.007218872,0.819311682,-0.704319289,0.528967416,-0.269994782,-0.182630256,0.419183511,0.429600809,1.375109566,C1,NATD1,ENSG00000274180.1
